raw,identity,number,category,type,filled_words,honest_categories,re,dmc,asm,pa,asf,svp,ddp,rci,an,is,or,ps,pr,ddf,qas,om,cds,count
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' selvstendig næringsdrivende i en felles virksomhet. Det forelå', ' gårdbrukere, og de to siste årene har de', ' bønder. – I tillegg har hun en mast', ' selvstendige bønder. Foto:', ' lærere ved den videregående sko len i hjembygda.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' den nye sjefen til verdens mektigste mann', ' selvstendige når de gifter seg, og at de', ' gammel i sammen og da kan de jo ikke være', ' spleiset sammen, men de kan aldri gifte seg', ' spleiset sammen til en ny superfamilie']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' ettertraktede mannen på dating markedet i dag.', ' sentrale for å fremme feministisk tenkning i Norge,', ' interessante: «Jeg har ikke tenkt å gå tilbake til', ' perfekte skapning som finnes, hun er det ypper', ' utsatte under krigen. Hun står alltid på bar ba']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' ledelsen, at kvinner må ta ledelsen i alle nivåer', ' forelderen. Dette ansvaret pålegger norske politikere et', ' som. Han fortalte henne om hvorfor han var kommet', ' mor man kan tenke seg og er blitt det takket', ' til å utføre arbeidsoppgavene, kan man spørre om']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' styrke for mannen. De kan for eksempel bli nødt', ' ressurs om de blir brukt riktig. Hun er flink til', ' ressurs fordi hun hjelper med husarbeid og barnestell', ' skuespiller i sitt eget liv. Hennes erfaringer og kunnskap,', ' ressurs i samfunnet, men at alt for få bedrifter']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' «Mor Utøya». Hun er en av de', ' moren til Tom Hagen (70) og Anne-E', ' «Mor Norge» fra bildet på hundredollar-s', ' kvinnenes beskytter i Afghanistan, som var hennes', ' «Skatt Nord-raneren». Nå er']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt utsatt for voldtekt. I saken er det en', ' blitt utsatt for vold eller overgrep i løpet av samboer', ' en trussel mot mannens ære og har ødelagt alt,', ' så redd for at babyen skal være allergisk mot meg,', ' i 50-årene. FOtO:']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' krevende av alle husdyr. Vi må gi dem tid,', ' alvorlige form for omsorgssvikt. Når en av', ' følsomme, mest sårbare og mest utsatte. Det', ' verdifulle gaven som en mann kan gi sin familie', ' dyrebare lasten i livet;\ntilgjengeligheten']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' i verden er dette det store spørsmålet. er ikke', ' løsningen – Barnerettsbloggen\nhva', ' måtenå stimulere kreativitetog utvikling av barnets selvbil', ' læreren, men jeg tror vi som foreldre er best', ' gaven jeg har fått av deg.\njeg føler']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' del af mit liv. Og her er det jo min', ' del av meg. Vi har hatt mange gode prater', ' berigelse for livet, men det er også en', ' opplevelse for en mor, til den minste detalj, og', ' velsignelse for mor og familie. Foreldre har']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' Jamaica Fanning\nFødselsdato:', ' moringa. Denne urteaktige planten kommer fra', ' den fjerde i sin familie, faren, broren og', ' et resultat av voldtekt og mishandling eller tvangse', ' ""søvnige"" fordi de kan sovne']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' 6 måneder. På dette tidspunktet er hun i stand til', ' et menneske under utvikling  utvikling av en rekke', ' i krise. En krise som jeg ikke har kompetanse', ' en del av det norske samfunnet og har rett til', ' i følge med foreldre eller verge og oppholder']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' erfarne danseren og fikk prisen som årets d', ' undertrykte. Hun er den som har måttet', ' engasjerte av alle de tre søsknene. –', ' elskverdige kvinne jeg noen gang har møtt, hun', ' talentfulle eleven på skolen. Selv om hun gjør ting']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' mammaen i hele verden, er hun også verdens beste', ' mammaen i verden! Jeg har ikke sett henne', ' spilleren i Norge i sin klasse og det sier ganske', ' vennen min, og jeg elsker henne utrolig høyt!!', ' jeg vet om, den mest trofaste, og sn']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' inspirasjon for meg. Hun har kjempet seg gjennom en alvorlig', ' ressurs for oss på senteret!\nÅlesund Mester', ' inspirasjon bak rattet, da hun har kjørt skade', ' kvinnebedårer. Da gen etter kommer hun hjem.', ' skuespiller. Og en utrolig sympatisk person. –']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"['. FOTO: E\xadliNg KLIppen', ' dronningen av hiphop-musikken, og er', ' den første norske kvinnen som har klatret opp de', ' Tina Turner og er en britisk sanger,', '.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' god nok med alle sine feil», sa faren hennes', ' jo ikke et barn og der er ikke en børne', ' ikke blant de som har vært mest framme i', ' glad for at det ikke er lange veistre', ' en av dem som har lagt sitt hjerte og sjel']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' opplagte. - Når barn har samvær med en', ' avgjørende faktoren, og at de med god støtte rundt', ' sentrale omsorgspersonen i barnets liv, og at omsorg', ' dominerende og beskyttende i familien. Derfor er omsorgss', ' fremtredende figuren), så hadde ikke historien']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' i verden. Men de voksne vet alltid best! Den', ' i verden. Det var det alle mødre gjorde, men', ' i verden og ikke det samme uten oss. Jeg er', ' mammaen jeg kan ha.', ' rådgiver.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' stjerne, og du er også en stor st', ' inspirasjon. hun viser oss at det går an å', ' inspirasjon for andre kvinner.\n– Hun var veldig engasjert i', ' suksess. – Folk liker at det blir forklart,', ' brikke i alt sammen. – Jeg synes rettsv']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' Araba og hennes mann som Ibrah', ' heks).', ' en stor kunstner.\nsomer avbildet,har', '. Hun er ikke gift. Hennes døpenavn', ' «Bergens Skjønn het», og hun har']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' syk, er det ofte et sjokk å få slik', ' til den gutten som er hos mamma, men det', ' veldig bekymret for sønnen, forteller hun.', ' fra en annen kultur. I tillegg tar denne rom', ' på besøk. Tomasz har aldri sett sin']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' fantastiske engelen vi noen gang har kjent, og', ' interessante personen i filmen. Etter at hun har tatt', ' interessante mannen i USA akkurat nå. Men han er ikke', ' fantastiske personen i verden: hun lærer og utforsker', ' spennende bok jeg har lest i mitt liv. Ivan']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' man kan skaffe seg. Det er hun som skal føre', ' av alle og alle elsker henne? Kan hun overleve', ' i verden, blir alt fint igjen.', ' jeg har!\nhan blir bedre og bedre for hver', ' som kunne skjedd, seiv om hun også er en']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' glede i livet mitt – og det ser ikke ut', ' utfordring, og foreldrene klarer heller ikke å samarbeide om', ' påkjenning for ham. foto:', ' del av familien hans og får se ting fra hans', ' årsak til dette, og en uholdbar bosituasjon']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' «den onde dronningen» gjennom sine onde handlinger', ' «the girl in the window». Han er ut', ' «Gretas reise». Hun var 16 år da', ' «Lady Gaga» eller bare «Gaga».', ' en fantastisk ballettdanser.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' gravlagt.', ' opptatt av og har gjort det en stund. Hun tenker', ' blitt så mye større siden sist gang vi så henne', ' forsvunnet. Han vet ikke hva han skal gjøre', ' klar til å flykte fra et liv i krig']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' populære jenten i barnehagen og har alltid flest venn', ' sexy, for å si det rett ut. Jeg er', ' populære jenta i vennegjengen, men så', ' populære norske idrettsjenta for tida. – Det', ' kjente. Den er den lengste perioden det har vært']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som fins. Hun er ikke bare kjæresten min, men', ' spilleren som noen gang i historien kommer til å sette', ' i hele verden! hun er helt utrolig god å', ' du kan finne, hun får deg alltid til å', ' jenta jeg kjenner:))\nDet er sant!:']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' fan av meg! og vi går begge i 7.', ' ressurs i lokalsamfunnet sitt som hun fortjener skryt', ' inspirasjon for mange, og hun er ikke redd for å', ' fan av det å skape noe selv og i det', ' helt her på Tumblr og virkelig ønsket']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' ei som vil ha en ordentlig mann og hun har', ' en god sanger så derfor har jeg lyst å prøve', ' tidligere programleder i tv2-programmet Skal vi danse', ' «Sara», men har byttet navn etter at politiet', ' «lille larynx» og er en']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' forsåvidt grei, men hun gjør ikke annet', ' i gang igjen på sin vandring mot nord.', ' på vei bort fra meg og nå prøver han å', ' fortsatt under oppsyn av politiet, men påtale mynd', ' en tøffing som klarer seg. Samtidig som hun har']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' kjente. Og for to år siden sto han fram', ' populære. - Og etter det så har det blitt', ' berømte. Det går nesten ikke en dag uten', ' sentrale personen i filmen. Men at den er laget', ' oppfinnsomme av seg» og «Som hun']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' vennen man har. Men det er viktig at folk', ' kjæresten du kan ha - hun er bare flott for', ' venninnen du har? – Ja, mamma og sø', ' personen jeg noen gang har hatt. Det at hun', ' skuespilleren i sin generasjon, og hun har nylig']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' hjelp i forhold til det praktiske, men det er', ' trussel, at hun er forhekset av', ' inspirasjon for meg, forteller Laila.\n– Jeg er', ' grunn til at jeg er så glad og takknemlig', ' ressurs i familien, men da hun får en fast stilling']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søsteren,singular,female,descriptive_adjective,"[' forfatter, filmregissør, skuespiller og samfunnsdebatt', ' «Greven av Chateau Nam Frost».', ' barnebarn av skipsrederen Erik Hagen, som', ' «Jenta i glasskulen» og har bodd', ' en av landets mest lovende friidrettsutøvere.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søsteren,singular,female,descriptive_adjective,"[' gravid.\ndatteren blir drept. I rollene:', ' død. Det er ingen nyhet at verden er i ka', ' i nærheten, så blir de påsatt håndjern', ' syk, og det siste hun vil er å ta', ' innlagt på en av deling med spesielt dårlige forhold.\n']","{'re': 1, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,tanten,singular,female,descriptive_adjective,"[' populære blant dem som går på skøyter. I', ' utsatte posisjonen i Stortinget. For det betyr i', ' naturlige å sammenligne seg med, siden Nymo i', ' uorganiserte, som ikke er underlagt sine her', ' kjente fotballspilleren fra Vest-Agder som har spil']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,tanten,singular,female,descriptive_adjective,"[' vi kunne få, sa Grepstad, som overra', ' garantisten vi har mot framvekst av udemokrat', ' de har. – Hadde jeg bodd på Hadeland hadde', ' de kan få.\nde er også avhengige av en', ' på Helgeland, mener de fleste i distriktet.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,tanten,singular,female,descriptive_adjective,"[' tilhenger av en «balansert» linje når', ' bommert.', ' tilhenger av at det skal være lett for folk', ' skuffelse.\ndighetene har brukt over 10 år', ' fan av «The Wire» og «Breaking']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tanten,singular,female,descriptive_adjective,"[' en ihuga EU-tilhenger, og han viser', ' en skarp kritiker av Israels fremferd i de', ' en hard negl på Stortinget, men på sitt', ' en hardtarbeidende arbeider, og var i sin', ' en glødende tilhenger av privatisering i']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tanten,singular,female,descriptive_adjective,"[' glad for at det i Oslo er en klar og', ' en del av opposisjonen og sier at Senterpartiet alltid', ' en av dem som tok det nye forslaget til vurdering', ' en av mange som har tatt turen til Rju', ' den øverste politiske lederen av departementet. Han heter Svein']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,den unge,singular,male,descriptive_adjective,"[' attraktive».\nhar han vært med i et fjernsyn', ' vanlige for den andre. For en ung er det vanligvis', ' aktive i lag og organisasjoner, sier han.\nStatus', ' stabile og har større sannsynlighet for å komme i', ' motiverte, i motsetnad til dei eldre.\n-']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
