raw,identity,number,category,type,filled_words,honest_categories,pa,dmc,pr,re,ps,asf,ddp,qas,rci,or,ddf,cds,is,svp,asm,om,an,count
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærer i kommunen. Her er lærerstaben samlet omkring', ' tømmerhoggere.\npappa. I tillegg', ' ledere av hver sin etappe i dette veip', ' oppsynsmenn og fikk dermed tilgang til å kjøpe', ' offiserer i den tyske hæren. De ble sendt']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' bilmekanikere eller sveisere eller noe sånt,', ' rørleggere og faren som kranfører. -', ' «fanter». Mens onklene til en', ' journalister i den gamle Arbeiderpartiavisen Fremover, og', ' snekkere, onklene jobbet som fiskere,']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' kapteiner i den engelske marinen. Som seg', '. De gjør store øyne når de hører at jeg', ' noe stort. De har alle ambisjoner om å bli', ' sjøfolk. De har lært å sette sjøbein', ', og det samme er jeg! Jeg er klar']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' brannmenn på deltid og heller være hjemme og ta', ' meglere, for de ville ikke risikere å bli forl', ' detektiver. — Jeg fant ham i natt', ' en påle for å oppfylle sin økonomiske forsør', ' køl- «Ut!» skrek jeg da']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, kokker, eller arbeidsløs eller i annet', ' leiesoldater. Da han blir voksen, vil', ' soldater på samme tidspunkt. Ved å utelate hustru', ' tjenere for herskeren. Dette med å «', ' gateselgere ved de store karneval']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' prester i embetene sine fordi Jesus hadde gitt', ' overleger på sykehuset der hun skulle arbeide. Men', ' en slags tilsynspersoner, ble de ofte godt likt', ' arbeidshjelp i sin fars forretning.\nForeningens', ' lærere. De var kommet fra alle kanter av']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere ved siden av fiskeindustrien og i sesong', ' leger, mens kvinnene måtte hjelpe til hjemme.\n- Det', ' sjauere i byen eller var håndverkere, hadde', ' tjenere.\n■ ""rv \'f;', ' sjåfører, håndverkere, malere og lærere. De']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"['.\ntil å gå og kjøpe seg en ny par', ' dekt av ei kvinne i kveld.\nså er', '. Det er derfor de er desperate etter å', '. Dronningen av en eller annen grunn blitt', ' bedre menn enn de er i dag. De blir det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' før.\nEin dag kom ein mann inn som van', ' om det var tirsdag og ikke lørdag.\nden første', ' modeller eller noe slikt!\n■ KKjÉ', ' meglere i de internasjonale markedene, men at de', ' modeller, siden de var både tynne og vakre.']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kelnere og kokker på restauranter i Paris', ' husmenn, har de for det meste arbeidet for', ' reisende artister og skuespillere, men de har også', ' håndverkere, er det en del fellestrekk. Alle', ' gartnere. De giftet seg ung, og g']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kapellmestre i sine respektive orkestre', ' kapellmester. De ble senere adlet under', ' redaktør. Det skjedde etter at Norsk Gartnerforen', ' selskapets disponenter.\ndisse to kom til å', ' bestyrer i 1976. Det var en viss ske']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig med sakene sine, men nå sto de ved vinduet', ' frivillige vakter på den nye travbanen ved Ullev', ' frivillige på kinoen, men ble ofte invitert på festen', ' pikkoloer, resepsjonister og dørvakter', ' regel på en gård.\ngaten med hest og']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges største og mest berømte skøytel', ', og for å lykkes med det har de alli', ' gift med.\ngjerne vil bli gift med, dersom', ' rik på pengene som er nedbetalt på huset.\n', ', vil de kanskje heller seige sine barn som']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige partnere. Og det er viktig og riktig', ' et team og ha en samarbeidsvillig, lojal', ' deltidspedagoger og ha en deltidsstilling', ' hjemmeværende husmødre som tok seg av', ' vanlig, men å finne en løsning som ikke kol']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' yrkesaktive.\nForanledningen til denne oppregningen', ' f eks kontorister, sykepleier, lege, lærer osv', ' yrkesaktive. Er ekteskapet inngått i lavkon', ' yrkesaktive.\nSummen av de to ektefelleinntekt', ' hushjelper eller arbeidere.\nEktemenn']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' en og samme virksomhet.\n(155) I forhold til', ' vaktmenn ved samme bedrift. Hans kone var ansatt', ' kontorbetjenter og at det her var tale', ' lærere på samme (skole)\nEktefellene ble', ' lærere 1/1 1932. Som følge herav har']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' et lag for å komme så langt som mulig. Noen', ' sykepleiere. Den andre ektefellen jobbet som advok', ' henholdsvis fisker og kokk i hjemkommunen. Kon', ' spesialister innenfor hvert sitt helsevesen.\nektefeller', ' snekker og sekretær og har tre barn.\nPER']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 1, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' boende i rekkehuset, men når han drar på jobb,', ' skilt. Hva kan være årsaken til det, og hvilke', ' alene (bo alene) når begge har vært hjemme', ' et slags team, et ektepar som ikke bare', ' boende i sin nåværende bolig. Som vi senere skal']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive målgruppen for menn.\nBergens Tidende 13.', ' fullkomne form for liv. Hun er jo et stykke', ' intime relasjon som finnes, der begge kan dele', ' kjente av gudinnene, etter Zevs og', ' trofaste skapningen på jorden, mens en mann']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' jordbruker; den kyndige kvinne er blitt', ' sjefen!\n- Kvinnene er den beste sjefen', ' til å bestemme over ens eget liv. Men det betyr', ' matmor.\nvil at du med din varme hånd', ' oppdrager.\n- Hun kunne være borte i både ett']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' erobrer...» — «Så var det', ' del av den politiske prosessen.\ner mange av de', ' forbryter, og det kan ikke jeg få gjort', ' manns elskerinne, men en liten manns hustru.', ' synd for Gud. Det er ikke noe annet sted i']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et trofast vesen og en pålitelig følgesvenn', ' «den ukjente soldats grav» etter det store', "" Dionysos' partner, er Afro"", ' dronning og en stor kriger. Vi er så heldige', ' Diane Darst - den siste offisielle p']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppskaket og forvirret. En del av', ' så dyktig og flink som hun sier.\n«Ja ja,', ' i dette øyeblikket klar over hva den andre sier,', ' et mysterium eller ikke, er underordnet.\nut', ' undertrykt og mishandlet, men hun er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' trugande fienden i dag. Det er derfor', ' allsidige idrett. Ikke engang turgåing', ' sårbare gruppa i samfunnet, den som har mest å', ' effektive måten å lære på, men for de fleste er', ' sårbare perioden for utvikling av en normal sosial åtfer']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin far på. Og ikke', ' beskyttelsen. Den sier at den voksne har en plikt', ' julegåva i verda.\n«Dei to', ' mor for barnet, så skal mora ta hand', ' ressurs, bør det alltid ha en talsmann eller']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' klump av uforløst kraft og muligheter, og', ' ressurs i de fleste sammenhenger.\nBarnevernet er ofte', ' og gledelig begivenhet. Det er på en måte', ' lykke for foreldrene, det er Guds gave. Det', ' glede, men også det største er det at det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den viktigste og tidligst oppstod som et selvstendig', ' «den lille havfrue» og er en', ' ein trygg stad å verta kjend? Kor mykje', ' en av Nigerias mest populære forfattere. Hennes', ' ""blomsterbarn\'* eller ""flower']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i sentrum. Barnet har alltid krav på at de voksne', ' en frukt av denne forening med kjødet, at den', ' så stort at det ikke klarer å holde hodet opp', ' i fare, og det gjør det. Det har mange', ' det viktig med gode opplevingar, og foreldre skal']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' fantastiske unge dame jeg kjenner. Men der kommer en', ' forførende jeg vet om.\nOg jeg skal se', ' utrolige i hele klassen. Hun røyker, drikker', ' fantastiske jeg noen gang har kjent. Hun fikk meg', ' velpleidde og velflidde kvinne']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' i hele verden til å være så sur. Hun', ' jeg vet, jeg tenker: når jeg ser på deg,', '!\nfmner frem til ordene.\nhadde bare', ' av alle venner, du og jeg.\nhun er den', ' jeg har hatt og hun har vært alles beste']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' flirt, men jeg likte det ikke.» F', ' skjønnhet!\nsånn, se her...\ner den', ' pike. Men så må det da bli vanskelig', ' pike nå. Hun har begynt på skolen. Hun er', ' kunstnerinne!\nog jeg får nok mer å si']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"[' en ypperlig organisator, og alle er enige om', ' den beste ballettkunstneren de har hatt.', ' «søndagsskolens mor». Da sønd', ' forfatter av mange populære reiseskildringer. Hun', ' «den mest elegante dameskredder i']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' et geni!\nhan skal ikke dø, han', ' redd for å bli til latter, er det bare', ' ei vakker kvinne når hun har det beste humør,', ' vakker og rik, en prinsesse som lever i', ' en god datter.\nblir hun sint.\n']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' populære personen hos ungene, men det hender han også', ' typiske kvinnefigur i europeisk kunst — det ligger i', ' interessante person i bøken, og så videre. Jeg', ' betydningsfulle for personens utvikling og atferd i', ' brukte formen, og dette er først og fremst et']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin - - -. En rekke fagfolk har skrevet', ' i verden. Alt er så herlig - hun har så', ' støtten. Hun har ikke forlatt meg, sier han', ' læremesteren.\nav moren er også forunderlig', ' hun kan ha om natta, hvis vi to kunde']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' bamse.\nhenne å komme i kontakt med', ' skuffelse; en kjedelig historie om en kvinne som', ' skuffelse. Den har ikke engang fått avkom og', ' plage for barna». På den annen side finner', ' bløtkake som heter Ruth.\nfaren er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' en dyktig og sterk kvinne og hennes mor var kjent', ' en utpreget intellektuell og er ofte blitt', ' en person som bryr seg om alle rundt seg, og', ' en av de fremste talskvinnene for homof', ' en stor godseier og en streng og ford']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' for gammel og steller ikke godt med dem, så', ' fra Norge har hun aldri besøkt hjemlandet, og hun', ' enke (uten familie) og hennes 3 barn', ' kommet over den første forskrekkelsen, at hun har', ' borte når hun kommer hjem.\nJeg tar et skritt mot']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' typiske representant for det nynorske skriftspråk.', ' sannsynlige kandidat, som de mistenkte, til', ' dominerende part i det seksuelle møte - for guttenes', ' troverdige, og jeg har fått henne til å', ' kjente og den som er avbildet på de fleste']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' av vennene sine. Når er det da? Det er når', ' læremester for barna, og at deres plikt er', ' som er, og de er sammen og de har hverandre', ' du har sett, men du har hatt flere som', ' i hele verden.\nmen så er den også betalt']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' sorg som aldri slipper taket. Hun gråter når', ' skrønemaker.\nforteller at hun er', ' sorg, og hele livet hans er preget av at', ' lettelse for henne å ha blitt befridd', ' og deilig blomst med to lange og smekre']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en av våre betydeligste forfattere etter annen verdenskrig.\nEtter', ' en av de største og første av våre kvinnelige kompon', ' et hardt menneske, men av og til kan hun', ' dikterinne og kvinnesaksforkjemper', ' «Die Lowenmaid», «Løv']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' forsvunnet.\n— Det vet jeg slett ikke, sa herr', ' kommet tilbake fra reisen.\ner en ny begynnelse,', ' en fin mann - ja, han er så fin at', ' død, og hva hun kan ha skrevet til dem. Det', ' ikke i stand til å holde følge med den ves']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
