raw,identity,number,category,type,filled_words,honest_categories,cds,om,rci,asf,or,ddf,dmc,an,pr,pa,re,ddp,svp,is,asm,ps,qas,count
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' leder av det svenske Lions.\nkunnet ta', ' avdeling. I 1948 overtok en ny direktør sjef', ' avdelingsingeniør for de kommunale byg ningsarbeider', ' en del av et team på 17 personer rundt ham.', ' den andre direktøren da den andre ble sjef for']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør i Tyskland, men ble forflyttet til Norge', ' journalist. Og på den nye eiendommen til kona og', ' rektor på Nes. Så, hva vet vi egentlig', ' journalist, og ble sendt ut igjen for å skrive', ' en hest og fikk seg arbeid på Mo. De']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmskaper, og på tross av faren for at', ' popstjerne når han blir voksen, er det', ' rikere på bekostning av den gamle mannen, og', ' en god soldat, men det er noe med at', ' den største superstjerna, men ikke med flag']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' prest.\nBjørn Dæhlie: - Tror', ' sivil jobb i Forsvaret. At hun får tre barn', ' prest i den lokale kirken.\n- Han fikk litt p', ' frivillig når de reiser sammen. Om de trenger en assistent', ' et levende leksikon mellom de to, så er kanskje ikke']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker.\nhar gjort seg bemerket med sine', ' sjåfør gjennom mange år.', ' en slags «kiosk»-varemegler med', ' mekaniker.\nseg godt til rette iblokken', ' fisker og bonde. Nå er han enkemann']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kontorsjef ved kontoret i 1934, samtidig som', ' «internrevisjonssjef», som i realiteten var', ' leder på et kurs i regi av NAV.', ' teknisk direktør ved Oslo-kontoret og har i alt', ' lærer og for- i stand på Auli skole.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' servitør, og dette ble fort en yndet', ' lærer, har vært sykmeldt, og må også', ' lærer, men ble forelsket i sin kone. Og', ' kokk i flere tiår. Han hadde også et', ' dør vakt. Det at han bodde i en annen']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skytterkonge, mens kona har lyst å være', ' lege eller å få jobb innen sykehus. Hun elsker', ' skuespiller når han blir «stor», vil han at', ' den første til å fly helikopter.\nstrykjer', ' pilot, og han får endelig muligheten til å satse']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kokk.\njeg er nok ikke så ille at', ' en bikkje» - en svært god observ', ' ingeniør? Han har iallfall de fleste be vis', ' vanlig. – Vi fikk en del klager etter at', ' en helt. For han har alltid sagt at det']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' grosserer og advokat i en by på Sørlandet', ' bankfunksjonær i over 20 år, og han er', ' journalist. Han har også tjent en god del penger', ' fotball-slakter i to sesonger i Moss', ' skiinstruktør. Det er i hvert fall lite']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' dirigent for korpset og har hele tiden vært', ' assistent for en ung og fremadstormende', ' kommandør ved Det Kgl.Svenska Ad', ' journalist, fortsatte han journalistikken i mange år. Etter', ' diri gent dengang. Det var ikke så svært']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør, og hadde med seg hunden, forteller Ing', ' megler i Oslo i 20 år, og fikk med det', ' vaktmester i den ene, men da han overtok', ' assistent på et sykehus i Frankrike. Og nå er', ' journalist og jobbet med TV. Der jobbet han med']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en gentleman på sin helt egen måte –', ' en berømt rockestjerne, må han', ' kokk.\nå bli kokk og han liker', ' filmstjerner, har han et mål som ingen', ' gift, men er ikke helt i mål med å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team. Han fortjener all ros og ære som', ' politi. Du fikk med det mange gode poeng,', "" DJ's. Med så liten erfaring som han har"", ' journalist, og jeg mener at han bør få jobbe', ' en proff for å få i stand deres bryllup med']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjåfør. Dette er også ett av mange eksempler på', ' slakter. Han giftet seg i 1940 med El', ' kokk ved et anleggssted i en avsid', ' snekker.\nden lille snekkerboligen er', ' kjøpmann, men han har nå bestemt seg til å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer ved Gyllenborg skole, og hans kone', ' salgskonsulent i det samme selskapet, noe som', ' journalist i bladet «Klassekam pen» som det', ' leiesoldat i USA mens han var i', ' fast sjåfør. Da vi hadde hatt den i to']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærervikar, på folkehøyskole, hos psykologen', ' skuespiller på Dramatens scenen. Hun har også et', ' skuespiller.\nSør-Øst politidistrikt meldte klokken 15.\n', ' bartender og serverer. Det var ikke alltid', ' sykepleier i flere uker på slutten av 1800-tallet for']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med ham på date?\nDette er den perfekte gave', ' filmregissør\nforelsket wiki 9.', ' gift, og hva han egentlig tenker om å bli', ' den nye statsministeren. Gutten i videoen er nemlig', ' gift i løpet av sommeren. Hun får aldri tak']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' en del av arbeidsdagen.\nSTRESS: Det', ' et lag - og ikke som i en mannsal', ' de gjorde. Jeg tror at man også kunne være', ' om de var uskyldige ofre eller gjer ne', ' renholdere. Men det hadde blitt en stor om']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' det heter. Noen av dem bor i telt eller', ' fisker eller gårdbruker, har vi lite å holde', ' fiskere. Det er ikke godt nok for å få', ' småbrukerfolk. Foruten en mengde gode minn', ' fiskere. De har fått godt betalt og har i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjåfører i Nome kommu ne, i', ' ledere på dette tidspunktet, sier Skotner, som', ' «en del- 1 av distriktet» og', ' sjefer i disse landene, sier Kielland', ' overlærere, mens kvinnene skulle ha under visningst']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' hushjelper en stund, og til slutt ble de', ' fiskere eller gjorde sjømannsarbeid – var de', ' helter i den spanske borgerkrigen.', ' bønder, og mennene dro på ferie for å', ' branngutter, og en del kvinner var med']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller prinsesse', ' leger?', ' le ger og hjelpe andre, er dette en kamp mel', ' ordførere i kom muner. Han vil blant annet', ' astronauter - både i solsystemet og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' barn så burde de heller jobbe som voksne, som det', ' assistenter, sier hun.', ' vanlig. Kanskje vil det bli en slags sosial om', ' lærlinger på en videregående skole i nærheten av hjemm', ' frivillige mens de er her. Barna kan også lære noe']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' jord brukere, har man ikke kunnet få. Nå', ' lærere og assistenter innen de sosiale yrker, ofte', ' lærere.\nKulturstyret i Hemnes har behandlet og', ' ved- og brenselsfolk.', ' for eksempel jordbruk, fiske, handel?']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærer ved den nye skolen.', ' fastleger, og at det nå jobbes inten', ' husholderske hos en skienskvinne,', ' ny politimester. I hans sted ble Ole B.', ' ledere i kommunika sjonsavdelingen, og arbeidet']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok imot alle som kom på', ' leger i sine hjemland.\nNorge skal også få', ' de ville hver dag om sommeren. Det var vanlig at', ' frivillige i noen dager, slik mange andre også gjorde.', ' ekstrahjelp på samme sted.\n– Det ble litt hekt']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' det de er: Å fly fra kråke til', ' fotballproff? – Det er utrolig stas.', ' kjent med hele familien. Å få oppleve å komme hjem', ' vok sen med slike barn. Men der er det et', ' med på en reise, hvor opplevelser og gode minner']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' sykepleiere, så kan jeg ikke forstå at det', ' i barnehagen, men de ønsker ikke det, de trives', ' vanlig. Det er jo ikke noe poeng å «', ' pensjonister, mener Aps Marianne Borgen. - Jeg', ' «fedre» og de unge mødrene burde']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' jordmødre. — På enkelte steder hadde disse', ' fiskere og fangstmenn. Dette er å være', ' fiskere og redningsmenn. Mønsteret', ' fiskere, blir det mer og mer aktuelt å snakke', ' småbrukere her vestpå, må man regne med,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' kontorhjelper har vært en fordel. Vi regner', ' veivoktere i 1916 —19.\n', ' «frivillige» ved Titania. Her', ' snekkere og murere. Dette var for å', ' et alternativ til det vanlige arbeidet, ble det også']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' leger. Da han fylte 14 år, jobbet han som', ' gårdbrukere med sauer, som de tok imot og', ' gårdskar der oppe, så de kom hjem til', ' fiskere i sitt arbeid. De siste 15 årene har', ' lærlinger ved siden av.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' rik.\ndrømmeferien sin er å tjene', ' toppfotball trenere - Fedrene trenger mer', ' filmstjerner på lerretet, så er det', ' profesjonelle musikere – og har ikke noe imot å', ' lege i en alder av 75 år, kan legen,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' skuespillere hadde de vært en slags skuespillerskole. Gutt', ' helter».\nJeg er en mann som har mye', ' et skikkelig fotballag, hvor det kan finnes muligheter for', ' kokker og servitører.\nKanskje det må', ' helter som får opprykket.\nDet har vært en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker.\n— Vi skal bli med noen av guttene', ' sjåfører av forskjellig slag i mange år. Noen av', ' bier og dronninger gjennom mange år. Men i', ' musikanter.', ' galleribeboere de siste fem årene.\n']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' trenere har arbeidet med guttene. - Det ligger', ' assistent for meg sommeren 1896. Jeg begynte som lærer', ' de siste sommersesongene.\nsen og den', ' sjåfører i 1936. Under annen verdenskrig var det', ' lærer eller rektor ved Døveskolen. Under']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' profesjonelle sangere og sangere er de fleste musik', ' brannmenn, og var gode venner i løpet av', ' frivillige. - Jeg kan ikke si det, men de', ' slaver på bordeltet. - De var så', ' en duo, og i neste øyeblikk sang hele kor']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' profesjonelle syklister og får mye gratis trening på skolen.', ' som guttene, men å få vite om deres drøm', ' som Marcelo og Raphael. – Mar', ' like gode som ham seiv.\n- Vi ønsker å konkurrere', ' gode nok til å ta ut sitt potensial.\nopp']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. Ikke på en fabrikk, men på en', ' tannklinik ker. De kan kanskje få tilbud', ' lærere – Human Rights Service\nDet er to av jentene', ' noen galninger for å bli like gode som de', ' detektiver, for å følge med i tid']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den mest kjente hanen på gård', ' slakter og fiskekjøper. I 1924 kom', ' gruvearbeidere på Svalbard.\nSelskapet ble stiftet for', ' fiskere. I dag bor de i et flott hus', ' smuglerbåter.\nAbonnement og abonnement']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' ny kaptein i Sjøforsvaret, sier Haaland', ' konsulenter for å løse dette problemet.\nNÅ S', ' en av de første til å undervise i kunst', ' daglig leder og markedssjef for Nidar sjokoladefab', ' for retningsfører etter at Ole Jørgen Otter']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' smeder og var i konstant fare på grunn av', ' ingeniører. I 1969 startet han produksjon av utstyr og', ' frivillige på det lokale sykehuset for å gjøre en siste', ' murermestere, men i 1904 tok de', ' maskinførere i firmaet, og vi møtte en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' olympiske mestre i langrenn. - Vi vet at', ' en del av verdenseliten. Så da må', ' profesjonelle tennisspillere. De har alle fire flyttet og', ' de første bilmekkere i Norge som bruker', ' profesjonelle spillere på en arena eller i en ish']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' om de var politi når de kjører forbi dem og', ' det.\nde får vel bare gjøre som de vil.', ' snekkere som ikke er avhengige av ar beid', ' politi karar og ikkje ta del i ein så', ' politis jefer, for nå er de så']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
