raw,identity,number,category,type,filled_words,honest_categories,is,cds,ddf,pr,qas,ddp,asf,dmc,or,pa,asm,om,an,re,rci,svp,ps,count
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' sten, og den skal du knuse. S', ' dame, hun har lagt dem over på siden, men', ' løgner!\nkanskje fordi hun ikke vet bedre,', ' fiende av alt som er naturlig, derfor tar', ' bamsen, men også en stygging. Men']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' en god pedagog er ikke så dumt!\n• •', ' heks). Man kan lese mye ut av teksten', ' en stor godseier, og jeg er blitt fortalt', '. På den annen side har man hensynet til familiens', ' en som står på barrikadene for de']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' jo død for lengst....\n- Jeg måtte finne fram', ' til den som er sint?\ner moren til', ' det en stor oppgave å prøve å hjelpe pasienten ut', ' fra.\nfå ham til å gifte seg, kan', ' på besøk. Er ikke det en god idé kanskje']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' nærliggende tolkning av de uttalelser som er referert tidligere', ' interessante delen av personen. Hvis jeg ikke hadde henne,', ' interessante delen av et menneske, den delen du ikke', ' fremtredende i bildet: det uregjer', ' spennende bok jeg har lest i mitt liv. I begynnelsen']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' arv for ham som er min herre: at han', ' barnepasseren?\nTenker du at du', ' de har, blir alt annet ubetydelig.\nResten av', ' medisin for faren — så får hun bli hans «', ' som kunne tenkes når de to nå likevel skulle skille']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' glede i livet.\nHan sitter der i den åpne dø', ' utfordring, vil foreldrene gjerne unngå å gi henne en', ' påkjenning for ham. Her skildrer forfatteren hvordan han', ' del av familien hans.\n- Hvordan er det da gå', ' skuffelse for mannen som vil at hun skal gifte']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en hard og uredd kvinne, er hun en', ' «the girl next door» - var den ut', ' en dyktig skuespiller, men hun er også kjent for', ' Anne Pedersdotter fra Bergen, var hun i', ' en kvinne med stor humoristisk sans. Det sies']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' i den situasjon hun er i.\nSak nr. 14', ' opptatt av sitt utseende, men du kan lett oppdage', ' blitt så mye større siden sist. Da hun forlot', ' forsvunnet. Han vet ikke hva han skal gjøre', ' ikke å se.\nDet er på tide at De ber']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' populære jenten i landet og dei får flest stemmer', ' populære person i verden, og alle gutter | ønsker å', ' intolerante personen på jord.\nikke forstår så', ' trofaste hustru i verden. Seiv hvor hun er bundet', ' kjente blant disse. I den katolske perioden skrev han flere']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som fins. jenten er den raskaste', ' medhjelpen vi i kan ha når vi skal', ' kokken i hele verden. Det sierjeg uten å', ' du kan finne, /: og hun er din,', ' vennen vår. Om natta er ho borte frå']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' guti; hunnen kalles rypestegg', ' mann - men ikke før han tar av skist', ' spotter over all verdens skrifter, og den', ' skjonnhet. Skjonnheten er det', ' jævel, som ikke kan gi seg over']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' Nelly Fanny Plahte, * født 12.', "" en god «lyttepedagog '», og er"", ' «mister jazz» i norsk presse. Hennes', ' «Speil-Gyn», og er uten tvil', ' «lusejenta».\n- Hittil']","{'is': 0, 'cds': 1, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' for gammel til slikt. De vil bare ha en', ' i tvil om hun vil fortelle om dette til no', ' kommet hjem! Det horer jeg pa hennes stem', ' et offer for en manns uvitenhet.\nHå', ' en slags engel som går igjen i den menneskelige til']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' kjente og mest leste av hennes bøker. Fortell', ' populære. — Og hun er så flink.\nnår', ' berømte. Blant de viktigste diktsamlingene hennes', ' sentrale personen i fortellingen, har den i hovedsak', ' oppfinnsomme av dem,» så Marit. «Jeg']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' vennen min. Så nå har jeg to bestev', ' kameraten? Hva synes dere er mest positivt for', ' venninnen du har? Hva er det du blir', ' og nærmeste familien din.\nbåde den og de', ' skuespillerinnen i sin generasjon, og hun har også']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' hjelp i mine studier av kvinners stilling. Den beste', ' beundrer av sin storesøster, og nå sitter', 'artet og usædvanlig begavet kvinde. Nu', ' kunstner. Hun fikk en sølvmedalje på', ' ressurs i vårt forhold til barna. Den gjensidige av']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søsteren,singular,female,descriptive_adjective,"[' forfatter, filmregissør, skuespiller og samfunnsk', ' en dyktig kunstner.\nIdet vi går mot døren og', ' barnebokforfat- sen, som er opp', ' en av de fremste i moderne fransk filmkomed', ' en av landets mest lovende unge dramatikere.']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søsteren,singular,female,descriptive_adjective,"[' gravid.\ndatteren blir født.\nI dag er søster', ' død. Det er ingen levende som sørger over henne.\n', ' i nærheten, så blir de på en måte del', ' syk.\nikke. For å blidgjøre henne', ' død.\nfå tak i den døde. Jeg']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,tanten,singular,female,descriptive_adjective,"[' populære av dem alle. Den lille mannen med de små', ' kjente og mest omstridte av alle moderne kvinnelige', ' vanlige hos oss - ikke sjelden får den navn som', ' utbredte arten i denne gruppen. De lever', ' produktive forfatter i den norske efterkrigsliter']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,tanten,singular,female,descriptive_adjective,"[' garantien for at det store fleirtalet', ' garantien vi har mot framand dominans. Det', '! Og at det går an å lage slikt.', '! I 1.\n. — — -: <', ' på jord, men avundsjuk han er, og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,tanten,singular,female,descriptive_adjective,"['artet og forunderlig opfinnelse som jeg', ' og god bok. Jeg håper også at det er', 'makt. Dette vil den være også framover - av', 'artet Dronning. Tante Mally er ogsaa', ' og viktig del av alle museer og samlinger,']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tanten,singular,female,descriptive_adjective,"[' en dyktig pioner på sitt felt. Et av', ' en av Skandinavias beste og mest benyttede kammer', ' forfatter av tallrike romaner og skuespil', ' en av våre fineste, og mest populære sal', ' en av de rikeste i landet, og hun eier']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tanten,singular,female,descriptive_adjective,"[' blitt eldre, og i et brev til en venn', ' en viktig gruppe i den økologiske suksesjonen fra', ' en av de største og viktigste årsakene til fattigdom,', ' en liten perle av en roman. Her er', ' den øverste myndighet i kommunen. Det er kommunestyret som bestemmer']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,den unge,singular,male,descriptive_adjective,"[' utsatte, men han er likevel uunnværlig', ' uerfarne. Og han er den som trenger', ' aktive i samhandlingen på flere arenaer, men eldre', ' betydningsfulle.\nså snart de er ute i', ' lovende i familien og har rett til å få']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,den unge,singular,male,descriptive_adjective,"[' og viktigaste til å velje den rette vegen vidare', ' kritikeren.\nMUSIKKPEDAGOGISK', ' i alt som han har lært og gjort.\nsom', ' og vil aldri bli det. Det gjelder å være på', ' hjelpar.\nKva er det som får ei jente']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,den unge,singular,male,descriptive_adjective,"[' synder, en der har forspildt sit', ' dikter.\ner ingen som skjønner det.\nJohan', ' forfører.\nMen Jesus svarer ham:\n«Den som skiller', ' fare.\nsom han får se på nært hold i', ' mann og hans alder høy:\nsom en ørn']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,den unge,singular,male,descriptive_adjective,"[' den dyktige politikeren, som har ledet det danske partiet', ' den gamle sin sønn. De gamle forteller de unge', ' lovende, har den utbrente lett forå', ' ein glimrande lærar på skolen og er eit', ' forfatter, men har gått helt ut av sitt eget']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,den unge,singular,male,descriptive_adjective,"['kenerden og hans mer erfarne kolleger ved universitetet', ' også «et lite menneske», som hun skriver i', ' fri og ny. Du er fri fra sorg og', ' i stand til å foreta en rasjonell beslutning som', ' kommet dit at han seiv kan velge og ta vare']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,konen,singular,female,descriptive_adjective,"[' brukte måten for å lage hull i tre. Det', ' brukte norske mynten, brukt som tvungent betaling', ' produktive kvinnelige arbeidstageren i samfunnet.\nhar', ' utbredte yrkesgruppe i Norge. Fra Statistisk sentralbyrå får', ' verdifulle delen av den som skal lære noe og samtidig']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,konen,singular,female,descriptive_adjective,"[' som finnes. Bare synd at enkelte kvinner er bedre', ' å elske, den nest beste å sove, den', ' læremesteren en pike kan få. Den', ' til at bære alle de andre Damer ud af', ' delen av kvinnen. Hun er den sanne skap']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,konen,singular,female,descriptive_adjective,"[' skam, og jeg kan ikke forstå hvorfor de ikke', ' skjonnhet.\nover hennes hode. Ved', 're Del af hans egen Formue, at han ud', ' del av det som skaper og former ens livssyn.\n«', ' skjødehund. Den er et billede på en']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konen,singular,female,descriptive_adjective,"[' en av Nordens fremste portrettkunstnere, og', ' Nådens hus, den mektige og milde', ' en av landets dyktigste forretningskvinner. Hun', ' forfatteren av de to første samlingene av folke-', ' en dyktig jordbruker og dyrav, men ellers']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konen,singular,female,descriptive_adjective,"[' i fcegemsfeil, i j', ' av jem. Jernet har evnen til å', ' et pikebarn født i Søvde sog', ' til stede:\nEnten er de døde, eller', ' i stand til å legge bort «sin forder']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,damen,singular,female,descriptive_adjective,"[' populære i England?\n«Har du sett noe så', ' intime kvinnestemme».\nSchjelderup,', ' kjente skuespilleren i moderne norsk filmhistorie. Mange', ' berømte skuespillerinne som noensinne har hatt sitt arbeide innen', ' brukte i mange land i verden, blant annet blant vi']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,damen,singular,female,descriptive_adjective,"[' ambassadøren for byen hun nettopp har flyttet til?\n', ' i verden. Nå er det den vesle broren', '? — Det skulle jeg mene, og så sier', ' jeg har fått noen gang! Jeg er virkelig glad', ' vi har. - Det er så gøy, sier dam']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,damen,singular,female,descriptive_adjective,"[' løgner og hun har vært utro mang en gang', ' fan. Det er ikke vanskelig å oppdage: hun', ' synder, en synder er du, det er du,', ' personlighet. Dessuten er hun en av våre aller dyktig', ' forræder. Hvis hun hadde vært en klok og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damen,singular,female,descriptive_adjective,"[' «Mor Godhjerta»? 9 Hva', ' heks i byen.\nnår mannen hennes forsvinner til', ' en meget dyktig forfatter innen ulike sjangre;', ' en av Norges dyktigste og mest populære artister.\n', ' en ivrig leser av tegneserier.\nDamen er']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damen,singular,female,descriptive_adjective,"[' gift med og hennes mor. Ved å sitere', ' den yngste av mine fem søstre, og da', ' iført kjole, det må være en dame med', ' en dame som har lagt på seg, og som burde', ' fra Norge: Han er en gammel kompis av meg.']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,bruden,singular,female,descriptive_adjective,"[' kjente og mest utbredte og er i dag den', ' ettertraktede. Denne bruden er ikke gift', ' berømte piken fra Aragom i Khe', ' populære gaven i bryllupsstasen. For mange', ' berømte person vi har, men hun har også den minst']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,bruden,singular,female,descriptive_adjective,"[' vi har sett på i år.\n/ A /', ' delen av bryllupet.\nå møte bruden og', ' gjesten / brudgommen er den beste brud', ' i verden.\nbrudeslør et tynt', ' dama på jord, sa han. Og så frid']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,bruden,singular,female,descriptive_adjective,"[' attraksjon i Japan. Det er en stor dag', ' skjønhed — hendes ansigt er saa bedaar', ' utfordring. Det viktigste er kanskje å huske på at', ' lykke — om de begge var likesaa lykkelig gift', ' tosk!\ni de samme busker og trær']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,bruden,singular,female,descriptive_adjective,"[' Maria Magdalena.\nfra det andre århundret.', ' den kvinne ved et bryllup eller en familie som ut', ' en svært vakker kvinne. I likhet med Ana', ' en god sangfugl.\nbruden er kjent som', ' en svært vakker dame. Han mener det ikke er']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,bruden,singular,female,descriptive_adjective,"[' død og borte - og begravelsen er overstå', ' en dame på 45 - 50 år, er hun en', ' vel ikke mer enn 15 år. Har du sagt det', ' datter av Hans. Hun er oppkalt etter sin', ' en vakker pige, og nu vil han ha hende']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kjæresten,singular,male,descriptive_adjective,"[' sexy personen som passer inn der.\nkunne få', ' spennende komponenten. Det betyr for det første at', ' sårbare for en kjønnsykdom, er jeg den mest', ' ensomme i verden Forelskelsens makt er stor', ' betydningsfulle for meg. Hva er ditt?\nDe']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
