raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' direktør.', ' organist etter sin far. Den unge guttens', ' økonomisekretær i administrasjonen.\nstørre økonomisk', ' salgsleder. Faren er teknisk sjef ved bed', ' daglig leder. I 2012 omsatte selskapet for 6,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' dørvakt og han selv sto i baren. –', ' rørlegger. Nå har han jobbet i butikken i', ' maskinassistent, mens faren selv jobbet som styrmann', ' DJ eller spilte fotball.\nDrapet fant sted mens', ' fisker og kom inn i bransjen på den måten.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' proff i England. Faren er enig i at', ' proffspiller. Han har spilt flere år i alder', ' skuespiller. Faren ønsker at han skal gå inn', ' fotballproff og pappa om å bli det samme.', ' ingeniør.\nSKIEN: Oddspilleren Jone']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' kusk i stedet. - Jeg begynte som hjelpeg', ' fisker på en ringnotbåt i ett år for', ' postmann i ferien. Så da gjorde jeg det', ' servitør. - Jeg syntes det var en bra', ' modell!\nhun hadde sett lillebroren min']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' gategutt, så må man huske på at dette', ' kokk —først og fremst i forbindelse med', ' håndlanger under byggearbeider og som viserg', ' gjetergutt ved setra og hos gård', ' «altmuligmann». I går kveld ble']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' avdelingsbetjent.Han var også formann', ' midlertidig lærer med en timelønn på 60 øre', ' bestyrer i august 1961. Etter hvert kom det', ' huslærer ble det sagt at han leste med sin', ' vaktmestér ved en skole. Etter ansettelsen ble']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' rørlegger lærling. Sønnen til huseieren,', ' frivillig i en organisasjon for dyr og i et senter', ' lærling. – Jeg har fortsatt kontakt med gutten,', ' vekter på Oslo Lufthavn. Da han ble stoppet', ' lærling da han startet opp med bmxing']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' brann mann, som faren. For det er det største', ' som ham. Men før han kan bli vok sen,', ' toppidretts\xad utøver i en av Norges største id', ' fotballspiller, men han drømmer også om å bli', ' en stjerne. Han gir alt for å gjøre']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' vaktmester og han selv bør være hjemme og skrive', ' rørlegger eller maler, og ikke minst at sø', ' servitør på en av hans restauranter. Så', ' selger, han var en naturlig flink selger og derfor', ' skuespiller da han allerede som 10-åring hadde mye god']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' sauebonde på slektsgården, ikke langt', ' «altmuligmann» i en for retning', ' gardsarbeider. Av brødrene var det Knut', ' musiker, og nå må se seg nødt til å', ' skogsarbeider, og de har hjulpet hverandre med går']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' lærer ved Tjølling sentralskole i 1983,', ' ny daglig leder i selskapet. I september i fjor', ' lensmanns betjent, og da var det ikke', ' politifull mektig og senere politimester i', ' lærer på Tasta. For å komme seg på']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' lærer. Han sa at barna skulle synge for lærerne', ' sjåfør for et budbilfirma, hadde han alltid', ' lege, men han klarte som sagt aldri å gi', ' rørlegger, og med tiden startet han for seg', ' elektriker i Oslo, og så fikk en jobb i']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' politimann, og hun blir med ham på et f', ' verdens beste syklist.', ' som han og derfor skal også han gå gradene', ' skuespiller og moren ikke kommer fra et spesielt velstående', ' jagerpilot. Etter planen skal han ta opptak']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' lege på et sykehus hvor han kunne kurere mange', ' trener, og var på tilbudssiden. – Jeg', ' prest. Forholdet mellom de to brødrene beskrives', ' brannmann.', ' journalist i Aftenbladet, han er ikke akkurat kjent']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' skogsarbeider.\nkelse av ham under krig', ' fisker, og han har aldri lagt skjul på', ' bilmekaniker. Selv begynte han som rørlegger', ' musiker. Og hans historie slutter selvsagt ikke her. Men', ' gjeter og slåttekar på gårdene. Han']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' leder for det omstridte G4S-selskapet', ' leder av den nyopprettede avdelingen på Raufoss', ' leder etter bare fire uker som lærer på en annen', ' huslærer hos sognepresten på Nøtter', ' direktør, og de trodde alle at han bodde i']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør. – Ja, vi er to onkler, men', ' vaktmester i huset og hun fikk derfor leke i', ' lærer på Nylund skole. Nå har de begge', ' direktør, forteller Ricciardo at det var', ' en vill og fikk seg en god latter selv!']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' proff i Premier League. Men han må ta noen', ' popstjerne når han får vite at han er', ' rik på den tidligere uleste dagbok-n', ' en roc keartist. Dette er den første', ' den største superhelten i verden, men han']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' sexleker for folk med seksuelle perversjoner.', ' frivillig i butikken i stedet for å ha tre forskjellige', ' prest i den lokale kirken.\n- Han fikk jobb der', ' modell når de flytter til Norge. Hun vil nemlig ha', ' et levende juletre nå når han er hjemme fra']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker.\nhar gjort at de har måttet jobbe', ' sjømann. De to har tre barn. To sønn', ' en slags «kavaler» for byens fru', ' mekaniker og smed ved Norsk Kabelfab', ' fisker og bonde. Foto:']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' avdelingsleder ved det som nå heter Uninett', ' rådmann i Alvdal i 1974, flyttet', ' leder på krisesenteret i 2005 og at hun', ' kommunedirektør i Karlsøy. I løpet av de', ' lærer på Sjefsgården voksenopp- I']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' rørlegger. – Det var godt betalt og ikke', ' sveiser og var sykmeldt, og at hun', ' lærer, var det ifølge henne enklere å lære de', ' kokk i det samme firmaet som hun hadde gjort', ' sveiser. Det var han som måtte dra de']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' sjef i barnehagen de deler\nektamannen drømmer', ' rik. Hva med barna? vil han si. Vil', ' skuespiller når familien skal på teater | ellens', ' drept. - Man må holde ut og prøve å', ' sjef, mens kona på sin side går hjemme og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kelner.\nDet er nok ikke så lett å', ' livvakt hos en ung kvinne som ikke kan ta', ' modell? Men hva skal man da gjøre? Det', ' modell. Siden har det bare ballet på seg.', ' en helt vanlig mann. Det har alltid vært min filosof']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gatesanger, og har gitt en rekke konserter og', ' fiolinbygger. På slutten av nittit', ' skuespiller. Han har også gitt en rekke forestillinger', ' musiker.\nHan har også skrevet tekster som er t', ' selger i årevis.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' «Water-Side Superintendent»', ' assistent for en ung og vakker kvinne som arbeidet som', ' hovmester ved et stort ameri kansk', ' vaktmester i sin tid var at han skulle bo', ' di rcktor i Det Vestlandske Damp']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør, og hadde allerede vært med på et par', ' kokk under krigen, og har vært med på', ' vaktmester i den lokale svømmehallen da han var', ' lærer, og at han ved flere anledninger har vært', ' pro duksjonsdirektør ved Norgros i Søg']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en gentleman på ordentlig, og får hjelp', ' en berømt sirkusartist.', ' kokk – Caroline Berg Eriksen\nHopp til innhold\nMeny', ' skuespiller, og reiser til Holly wood hvor han', ' gift med en amerikansk dame i Mount Vern']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' lege, og det gjorde han jo. I tillegg', ' slakter etter min mening, sier han og ler', ' DJ mens den kommende bruden var et naturtal', ' journalist, forklarer Mari. FOTO:', ' journalist. Og det gjorde han jo, i mange']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' bussjåfør hos Rutebilene Farmand', ' slakter. Begge kom til Minnesota sammen', ' kokk ombord i de syv hav. Bruden', ' snekker.\nden lille øyen Fedje', ' postbud.\ndeiene, men det blir for']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer ved Gresli skole. En av hans første', ' prest I Hattfjelldal i1969.\n', ' fylkesordfører i Hedmark i 1987. I 1999,', ' lempemann, først ombord i «Nordra', ' flymekaniker i 1963 mens bruden var']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærervikar, på en skole på Romerike.\n', ' lærer på barneskolen i byen og har hatt et', ' lærer og var litt av en skøyer, og', ' sykepleier i flere dager. Tradisjonen tro startet festen', ' kokk på et annet hotell. I etterkant av']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med i et bryllup? – Chayo\n', ' forlatt av bruden\nI dagens verden, når teknologi', ' skitten\nHva betyr det å drømme om å bli', ' den første til å krasje bilkortes', ' skilt i 2019\nKanskje du har lagt deg og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' en del av arbeidsstokken i tre uker hvert', ' et lag hele veien. Vi var litt spent på om', ' de jobber. Jeg tror at man også kunne brukt', ' fiskere så lenge fisket var på topp, når', ' frivillige i matvogna hele ferien!']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' fiskere.\nde to siste årene har gjort det', ' jegere eller fis kere. Den nye næringen', ' fiskere. Det er ikke godt nok dokumentert at det', ' småbruker e 1 .', ' fiskere. De har drevet fiske der det var mest']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjå- j fører.', ' ledere i bankene og de få kvinnene fikk arbeide', ' «daghavende befal».\nunderstre', ' ledere i administrasjonen. Men en har altså ikke nådd', ' vikarer ved en kommunal teknisk bedrift i Kristiansund,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' vektere da de ble drept. Venter flere', ' fiskere eller i maritim sektor – var de', ' vakter i den populære nattklubben Reina i', ' sikkerhetsvak ter eller annet personell på flypl', ' leiemordere i en organisasjon. De jobbet']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' og få, og en drøm som kanskje kan realiser', ', er det en god sjanse for at du aldri', '.', ' rike på et øyeblikk. Hvis du drømmer om at', ', men aldri kommer til å bli, nemlig idrett']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' barn av og til. Barn lærer mye av å sli', ' gateselgere.', ' vanlig. De vil være ute blant folk og bidra', ' lærlinger på gårdene. Denne regelen er siden', ' frivillige mens de er her. Det kan for eksempel være']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' «lærlinger». De unge som reiser ut får', ' dagarbeidere, og den gamle pensjonerer seg etter', ' gjetergutter, men det er ingen ting', ' «profesjonelle kriminelle». Dette bildet av små', ' gjetere. Hytta de bor i, er bygd']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærer ved den nye skolen.', ' fast organist ved Bodin kirke i 1933', ' huslærer for sine små, har vært nevnt.\nå', ' nummer to i stillingen. Det ble lagt til grunn', ' den første kommunekasse rer i Gran.\nble']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok imot turister som kom for', ' slaver som bar vann, hogde ved, laget mat', ' kokker hver dag.\n– Nå skal vi ha en', ' skuespillere.\nskulle bli en suksess. –', ' servitorer! Det var litt av en sj']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' noe stort – fotballproff, kokk eller le', ' fotballproffer, pop stjemer eller polit', ' kjent for; å være på tv, komme på', ', eller hvor de tror de vil ende opp, sier', ' med i en profesjonell og at de tror at det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' de var guder av jorden, for å kunne', ' i USA og Europa, men nå er vi der:', ' vanlig. Det ble heller ikke gitt noen kompen', ' slaver for å fø koner og barn. Kvinn', ' «femtekolonne» i hjemlandet.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
