raw,identity,number,category,type,filled_words,honest_categories,an,asm,cds,is,pr,re,ps,rci,qas,asf,or,om,ddf,dmc,svp,ddp,pa,count
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' filmstjerner. ', ' de første. For dem er det en kamp mot', '. Det er her alle mennene samles på kveldene.', ' rike på fiske. Fisk er nemlig mannfolkmat', ' bedre menn i sin kones selskap. Det er']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en enhet, som et team.\n- Jeg hadde håpet', ' om det var et stort mesterskap - og ta', ' gartnere. De må være ute hele dagen og', ' slaver. For de har ikke tenkt å gå glipp', ' frivillig, og samtidig prøve å få inn noen kroner']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kordirigenter.\n«The Beatles»', ' spillere i ulike 2. divisjonsklub ber.\n- Jeg', ' proffboksere. Men alle de fire store tyske proff', ' håndverkere, er det en annen sak.\nnoen', ' gartnere. De har laget blomster- og grønnsak']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kapteiner. ', ' kapellaner. Ved siden av sin plikt til å', ' trener for håndballjentene. Året etter var han', ' trener et ter VM-bronsen i 2009.', ' solist i Oslo Filharmoniske Or']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig med og utvikle spillerne. Det er veldig synd', ' frivillige hver uke, men at det også var god anledning', ' frivillige på det populære arrangementet.\n–Vi har gjort mye', ' pokker for å slå til bake. I stedet', ' regel på akkord, altså på grunnlag av hvor mye']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges 20 beste håndballag. ', ' gode i fotball, så drømmer nok jenta, om', ' gift med.\ngjerne opp med de litt eldre', ' proff i Tyskland, men for en mann som Mau', ' like gode som sine helter. - De var noen']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige, sa hun.\nTalende og sterk', ' et team og ha en samarbeidsvillig, lojal', ' ek tepar? - Hva svarer du dersom en', ' hjemmeværende husmødre som tok seg av', ' kolleger. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' sjøfolk.\nForanledningen til saka var at', ' gartner/bonde eller i butikk eller som', ' sjømenn. Er ekteskapet inngått mens ektemak', ' yrkesaktive.\nSummen av de to ektefellef', ' hushjelper eller arbeidere.\n- Vi vet ikke']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' en og samme virksomhet i et ansettelses forhold med', ' vaktmenn ved samme bedrift. Hans kone var ansatt', ' kontor dame og kassererske i samme firma. Der', ' lærere på en folkeskole i København. Der under', ' lærere 1 samme institusjon i 1926. Etter å ha']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' henholdsvis administrerende direktør i BP Norge AS og senior', ' sykeplei ere på samme sted på den tiden. Kon', ' henholdsvis fisker og kokk i hjemlandet. I løpet', ' sykepleiere på sykehus. Og de var svært aktive', ' snekker og rørlegger.\nKanskje hadde han et']","{'an': 0, 'asm': 0, 'cds': 1, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' boende i rekkehuset, men når han skal betale den', ' gamle sammen?\nfaller når den skal betale bo', ', og om de vil flytte til Norge. Slekt', ' et slags team, et ektepar som ikke bare', ' det samme? Hvorfor blir noen skilt, mens andre']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive. At kvinner får et mer variert uttrykk når', ' typiske representant for et høyt utvik let kvinneideal.', ' innflytelsesrike.\ninnenfor sin egen familie og', ' kjente av de 13 som ble drept som martyrer', ' troverdige kilden på dette området. Der som man']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av alle; den beste i verden for ham og', ' hjelp for den som virkelig vil lære noe — også', ' til å be stemme hva som er best for seg', ' maten. Slik er det dessverre ikkje, men eg', ' lederen de kunne fått. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' favoritt blant de utenlandske turistene som kommer til Oslo.', ' ressurs for nærmiljøet, og det gleder meg at', ' belastning for mannen. Men når han tar kon takt', ' tilhenger av dette forslaget. - Jeg tror ikke', ' ressurs. - Det er ikke sånn at alt kan']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et aktivt og selvstendig menneske, sier statsadvokat Bjørn', ' «den ukjente jødes engel» etter det store', ' en av de mest velstående i det lille,', ' en av USAs mest kjente po- er så nær', ' et arbeidsjern. Det har vi fått bekref']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppsagt for for sømmelse i tjenest', ' så fortvilet at det går utover barna hennes?', ' i Norge og søker visum i forhold til sitt', ' et resultat av voldtekten er derimot usikkert og', ' i god behold. Hun har sagt hun er']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' trugande fienden i dag. Det er derfor', ' naturlige formen for samarbeid. Men i de tilfelle hvor', ' sårbare gruppa i samfunnet, den er fullstendig avhengig av', ' skadeli dende parten. En annen stor svak', ' sårbare perioden for et menneske.\nmange mødre som opplever']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin far på. Og ikke', ' beskyttelsen. Den sier at den som har den daglige', ' starten i livet for det. Vi vil ha ein trygg', ' mor for barnet, så skal bar net verge', ' ressurs, bør det ikke ha en egen lov eller']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' fordel. Men som vi vet, er ikke dette alltid', ' fordel. ', ' og gledelig begi venhet på et sykehus', ' lykke for foreldrene. Barnet har behov for en hel', ' glede, men vi er også et stort økonomisk løft']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den viktigste medisin i den norske folkeskolen, sier', ' «den lille havfrue» og er en', ' ein roleg og lydig unge? - Dette', ' en av Nigerias mest populære artister, har', ' et ""godt menneske\'"". En lege mente også']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i sentrum. Barnet har alltid krav på at de voksne', ' en liten ting, vil jeg ikke ha noe med å', ' så stort at det ikke klarer å ta inn flere', ' i fare, og det gjør det. Det har mange', ' det viktig med gode opplevingar, og foreldre skal']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' attraktive unge kvinnen i byen, og det skal vi være', ' kjente og mest beundrede av hele gjen gen.', ' kjente mus ikken av disse to. Hun har et', ' attraktive og suksessfulle kvinnelige skue spilleren i sin', ' innflytelsesrike, og det er lett å legge']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' i hele familien til å strikke, eller å ta', ' læreren jeg kunne hatt - når hun er på jobb,', ' læreren på skolen, seiv om mange har mye å lære', ' av de beste. Det å jobbe med de beste av', ' jeg har hatt her, sier landslagskollega Marit']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' fan, forteller Løkhaug.\n- Hun hadde ingen', ' ressurs for oss. Det er veldig trist at hun måtte', ' ressurs for klubben, er en av mange gode grunner', ' artist! For et band, for et show!', ' kunstner med sitt instrument. Men det er ikke alltid']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"[' en dyktig, rolig og rettferdig dommer. Men da', ' den beste komiker og imitator i Europa.', '. Hun har i snart 40 år vært en del', ' forfatter av seks bøker. I går møtte hun i', '. Det er et eventyr. Fra da han var']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' et geni!\nlære dem dette utenat,', ' redd for at det kan skje noe med dem. ', ' opptatt av å gi ung dom i denne gruppa et', ' stolt og glad over sine egne og sin lille sønn', ' mest kjent som, da jeg jobbet med «Folk ved']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' sentra le faktor i det daglige sam vær mellom foster', ' typiske kvinne for et barn.\nFarsrollen blir till', ' interessante.\nsom den mest interessante.\nog så videre. Jeg', ' vanlige måten å gjøre det på også for norske kvin', ' brukte i dag.\ntidligere var det vanligere']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin for et sykt barn. I enkelte byer i', ' for barnet, er det en god idé at den', ' for barnet, og ikke omvendt.\n- Men vi må', ' hun har hatt. Og kanskje også for den beste', ' hun kan ha etter at faren forlot dem. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' bam se, det er mange farer som tru', ' ressurs i barnehagen, og at personalet lærer å samarbeide', ' skuffelse. Den har ikke engang fått den oppmerksomhet og', ' plage for barna.\nKort etter fødselen begynner', ' tragedie for alle involverte parter. Hva da']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' en av verdens fremste sangpedagoger, noe som har', ' en utpreget intellektuell og er ofte blitt', ' en person som bryr seg om andre, og som har', ' en av Spanias mest anerkjente skuespillere. En', ' en stor dyrevenn og en dyktig gårdbruker']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' for gammel og døtrene kommer til å gifte', ' fra Skotselv og faren fra Krokstadelv', ' enke og datteren i slutten av 20-årene.\n', ' kommet over den første fortvilelsen kan du ta opp', ' borte når hun seiv måtte ha ønsket det, og kan']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' interessante og enes te som blir gitt bred omtale', ' populære gutten i klas sen, etterfølgt', ' spennende og fargerike du har lest om. Og jeg', ' alvorlige overgrepssaken i Tysfjordsaken.\nLens', ' kjente av Picassos fem kvinner. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' medisinen. Nå er hun lykkeligere enn på ti', ' læremesteren.\nSTØREN: Janne L', ' som er, og de er sammen og gjør morsomme ting', ' julegaven en far kan få, smiler han for', ' i ver den.\nmen så møter den sin over']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' inspirasjonskilde og hun synes det er veldig spennende.\n–', ' suksess!\n-Jeg er veldig stolt over å få', ' skuffelse. Vi har kommet i en alvorlig kni', ' lettelse for henne å ha fått en sønn.', ' og viktig bidragsyter for familiebedriften. De']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en engasjert og meget dyktig politiker. Det er bare', ' en av de største stjernene i sin genera', ' et hardtslående pønke band som synger', ' dikterinne og kvinnesaksforkjemper', ' leder for den norske Watan-partiet. I september']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' forsvurmet i løse luften, forkledd', ' innlagt på Ullevål univer sitetssykehus. ', ' en morder. - Det er en grusom film', ' død, og hva hun har sagt til ham, blir ikke', ' ikke i stand til å holde følge med den ves']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' sentrale aktøren i det offentlige rom.\npriv', ' populære blant guttene, i år var det en liten', ' sentrale kvinneskikkelsen i romanen, men også', ' sentrale skik kelsen i dette dramaet, ikke', ' populære av alle jentene i klassen. Vi ser ikke']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som noensinne har spilt i en film med Conn', ' i klassen. -Hun er faktisk veldig flink', ' og snilleste venninnen i hele verden, og', ' jenta han noen sinne har hatt, det eneste', ' de noen gang har hatt. Hun er en kjempeg']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' stjerne i Japan. Nå lager hun film for en', ' beundrer av deg og dine bragder på', ' fan av filmen, sier den stolte bestemoren i', ' ressurs for oss. Vi har blant annet hatt henne med', ' heltin * ne av landet vårt. Vi er på']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' talkshowdronning fra NRK. ', ' både skuespiller og sanger. En liten smakebit av', ' en av Norges desidert beste håndball spillere, og', ' et stortalent, og blir sett på som Norges', ' en av lan dets mest talentfulle, og etter']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' i dag 14 år, hun kom- j mer fra', ' en av dem som har fått føle dette på kroppen.', ' blitt en del av vårt lokalsamfunn, og det vil', ' oppbrakt. - Dette er så dumt.', ' ikke enig.\n- De skal sette opp en ny p']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' intelligente og selvstendige i en familie. Hun er', ' kjente. Men det kommer noen andre også. Noen ganger', ' talentfulle blant dem. Dette fører til at Jenn', ' interessante av de tre, og han forsøker å kom me', ' kjente, men de to søstrene er langt fra']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' venninnen og at hun derfor må betale en høy', ' i verden og du er verdens beste pia!\n', '! Hun har hatt mange år som jordmor i', ' på banen. Mimi har fått en nydelig lille', ' hun har hatt siden mannen gikk bort for tjue']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' plage for moren, som har et veldig stort', ' utfordring for henne. ', ' inspirasjonskilde, og sier seiv at det er ingen', ' fan, og da de kom innom oss forled', ' skurk som truer ham. Jeg vil ikke nevne navn.']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
