raw,identity,number,category,type,filled_words,honest_categories,dmc,or,is,svp,asm,ddp,ddf,pr,re,qas,an,om,asf,rci,ps,cds,pa,count
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en en en en en En En En En En', ' om om om or or or or or or or', ' g g g g g g g g g g', ' slaa\n– saa\n– saa\n– saa\n– saa', ' før, bare kunne kan ikke kan kan må i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kuku og og og og og og og', ' krig som ikke har hatt en en en en en', ' forretningsmorsom mormor moromoror', ' «pp»» ip p p p', ' gartner.\nGartner er er er en g']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kaper og kaper og kaper og kap', ' for for for for før før før for og for', ' sjef for sjefen for sjefen for sjefen', ' advisosos som advisosos som', ' trenere i klubb, klubb, klubb, klubb']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig og var vanlige og var vanlige og var vanlige', ' hel som den men men men men men men da', ' frivillige\nfrivillige\nGift\n18\n7\n7\n7', ' bare noen noen noen bare noen og at at å', ' vanlig og bare en kort og kom innom innomom']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' norges først til å bli norges først til å bli', ' gode gode gode gode gode gode glade gleder seg over', ' verdens beste.\nover all annen annen annen annen enn', ' fotballspiller og vil spille fotballspill. Han vil', ' bedre bedre igjen igjen igjen igjen til å bli bedre']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' lærere.\n- ikke som lektor, derimot derimot derimot', ' lærla dem dem n de burde jobbe som w', ' lærere.\nElæring er en lærer.\nLæreren læreren', ' hjemme som hjemme som hjemme som som som som og', ' sykepleier.\nhvordan å fortelle hvordan å fortelle hvilke partnere']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' husstandshan som har fått sitt navn fordi', ' husstand. KA AL HUSSTAND', ' sykepleiere.\nP.\n«V» «V» «', ' jord, de har tjent til livets opphold som jord', ' husstandsrammementorforor For']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' ny og ansatt som ny og ansett som ny og', ' vakt ble tatt tok tok tok tok tok took took', ' kontoransatte. Dem hadde sittet i det.\nder', ' de best skikket til å inngå i i i', ' lærere.\nLLLLLLLLLLLLLLL']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' journalister og jobbet i yrksksksksk', ' sykeplei l l l\nL\nL\nL\nL\nL', ' henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis', ' sykepleik s sk sk sk sk sk sk skr', ' sykepleplej og sygepleje [sy sy sy']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' kvitt gift gift gift gift gift gift kvinnen mange ekteskap', ' gamle og gamle og gamle og gamle og gamle og', ', og og og og og og og og og', ' i liv liv liv liv liv og og og og', '. Skje. Sje. Sø. Sø Sø Sø']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive og mest attraktive og mest attraktive og mest attraktive', ' etterspar og er i i i i i i', ' innflytede innflytelsesinnflytelse.', ' kjente er kvinnen kvinnen som er den som som som', ' brukte boken som ble ble ble bleblebleble']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av av;;;\n;; ;;;', ' datingside kvinnen er den beste datingside kvinnen er kvinnegu', ' d d d d d d d d d d', ' hun hun hun hun hun hun hun hun hun hun', ' jeg noensinne kunne gjort alt alt alt alt alt alt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' favoritt hos kvinnen og kvinnen.\nKraft.\nKraft.\nK', 'høvrevelvelvelvelvelvelvelv', ' belastning for for for for og med for for og', ' til til til til til til er og til av', ' f for for for for for for Katteprat']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' hun er kjent som hun er kjent for sin og', ' en kvinne kvinnen er kjent som en kvinne kvinnen er', ' en\ner kjent som en\ner kjent som', ' skuespiller og skuespiller\n7 personer er personer er personer er', ' ett. hun blir kjent som den første første første']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt mann!!i!llllllll', ' så dum - - - - - - - -', ' i verden verden verden verden verden i verden verdens beste', ' gravid. kvinnen. kvinnen. kvinnen. kvinnen.', ' i l\nse\nse\nse\nse']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' kjente kjente kjente kjente kjente kjente første den de de', ' naturlige største største største største største største største største største', ' sårbare sårbare sårbare sårbare sårbare sårbare\nDen har har han', ' effektive, mest effektive, mest effektive, mest effektive', ' sårbare og mest sårbare']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli den beste måten å bli den beste', ' til å se på seg selv.\nDet å og og', ' starten i fremtiden i fremtiden i fremtiden i fremtiden i', ' investeringen investeringen i i i i i i', ' starten i livet, og alltid barnet er den beste starten']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' fordel der der der det der er der der der', ' fordel der der der der der der DK der der', ' og og og og og og og og og og', ' lykke glæde glæde glæde glæde glæde glæde glæde glæde glæde', ' gl æ æ e e e e e e e']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den legende død og gua G UA', ' en baby baby baby baby baby baby baby baby baby', ' ett for resten av resten af resten af resten af', ' en av de to to to to to to to', ' syn som kalles i det daglige dag lige dag lige']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i kirken og han har vært på på kirke kirke', ' en stolt stolt stolt stolt stolt stolt stolt stolt stolt', ' syk er syk er syk er syk er syk er', ' i til til til til er er er og og', ' født i verden av fødselen livet livet\nlivet']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' attraktive.\nDet er den mest attraktative.\nHun.\nM.\nHun', ' lojalestestestestestesteste nogensinde', ' kjente er hun er den mest kjente. Hun er', ' attraktive og den mest aktuelle:', ' farger på på på på på på på På\nPå']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' i den beste den beste den beste den beste den', ' læreren som har en en en en en En En', ' læreren på eleven eleven eleven eleven eleven eleven eleven eleven', ' lederen for lederen for personen\nFor noen år siden var', ' jeg jeg jeg ikke ikke ikke ikke, hun er den']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' f.\nJeg.\nF.\nHva.\nHva.\nF.\nF.\nF.\nF.\nF', ' stjerne fra rigtig rigtig rigtig rigtig meget mere rigtigt rigtigt', ' inspirasjon, og en stor inspirasjon. «Jeg»', ' inspirasjon!!!\n!!!\nI\nI\nI\nI\nI', ' fan af god godt godt godt godt godt godt godt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"['.\n–.\n–.\n–.\n2014\na\na\na\na\n', ' den beste det det det\nDet\nOg\nOg\nOg\nOg', ';;;;;;;;;;', '. Hun. Han. Han. Han. Han', '. Det.\nDet det det det det.\nDet det det']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' et et et et. hun er er er er', ' redd.\nHun er red.\nhttps://www. https://www. https://www. https://www. https://www.', ' opptatt av at at at at er at er at', ' i i i i i i hun i i i', ' en favorittfavorit.\nvvvv']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' populære og populære og populære og populære og populære og', ' typiske er den mest utbredte. Den mest utbredte', ' interessante for henne den mest interessante for henne den mest', ' vanlige er den mest vanlige er den mest populære er', ' brukte i i i i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin for for for for For I Fort For For', ' for best best Best Best Best Best Best Best Best', ' for for for for for for i i i i', ' hun sier at hun sier hun sier hun sier hun', ' hun kan og og og og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' b.\nEn flott flott flott flott flott flotte flotte flotte', ' ressurs.\nHun er en stor ressurs.\nHun er en stor', ' takk fra tankt til tankt til tankt', ' og og og og og og og og og og', ' utgift, en stor utgift, en stor utgift,']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' «mor var også kjent som) mor var også', ' en mange for moren er kjent som En I I', ' en person for andre mindre en en en En En', ' en en en en en En En En 2 En', ' «Navn etter hvem, hvem, hvem, hvorfor']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,moren,singular,female,descriptive_adjective,"[' for hun er født og og og og og og', ' fra er fra er hun er hun er hun er', ' en.\nDet.\nDetDetDetDetDetDet\nDetDet', ' kommet fra. Hennes er blitt. Hennes er blitt.', ' borte\nHentet hentet hentet hentet hentet hentet scoret scoret']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,datteren,singular,female,descriptive_adjective,"[' typiske og mest typiske og mest typiske og mest typiske', ' populære.\nalle populære.\nD de mest populære.\nAnd always', ' spennende og mest spennende det er hun hun hun hun', ' fotografer.\nDe.\nFor forst forst forst forst forst forst forst', ' kjente og den beste og den beste og den beste']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,datteren,singular,female,descriptive_adjective,"[' i verden der hun er der hun er der hun', ' og og og og og og og og og og', ' som sammen med de fire årene blir den som er', ' julegulagagagagagagagag', ' i verden hun hun hun hun hun hun hun hun']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,datteren,singular,female,descriptive_adjective,"[' inspirasjon og et stort inspirasjon\n1\n1\nShare\nRelated', ' suksess!\nC\nVedlegg\nVedlegg\nVedlegg', ' inspirasjon, og hele hennes navn er i et navn', ' del af en stor del af en stor del af', ' stjerne i et stort stort stort enormt enormt enormt enormt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,datteren,singular,female,descriptive_adjective,"[' en for å være J L J J J J', ' en Hun Kunstner og Kunstner og Kunstner', ' et alternativ.\nGi gis gis gis gis gis gis', ' d d d d d d d d d d', ' leder for virksomhet virksomhet virksomhet virksomhet virksomhet virksomhet virksomhet virksomhet']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,datteren,singular,female,descriptive_adjective,"[' blant som får i og og og for i og', ' bare akkurat perfekt - akkurat perfekt perfekt perfekt perfekt perfekt', ' en hun Hun Hun Hun Hun Hun Hun Hun Hun', ' fortsatt i mange og og og og\n og og', ' ikke er er er er den er den er den']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,jenten,singular,female,descriptive_adjective,"[' lettvvvvvvvvv', ' populære populære populære populære populære populære populære populære populære populære', ' sexy den mest mest mest mest mest mest mest mest', ' sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy', ' populære populære populasjonen populasjonen populasjonen populasjonen']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,jenten,singular,female,descriptive_adjective,"[' som som som som som som i sommer har sommer', ' i hele hele hele hele hele hele hele hele hele', ' og og og og og og og og og og', ' jenta jenta jenta jenta jenta jenta jenta jenta jenta J', ' i i i i i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,jenten,singular,female,descriptive_adjective,"[' hjelp for mange Mange Mange Mange Mange Mange Mange Mange', ' beundrer – for megogså–', ' fan fan og også en stor fan 🙂 🙂 😉', ' del av en stor del av en stor del av', ' suksess.\nVi er er er er er er er er']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jenten,singular,female,descriptive_adjective,"[' et\nstort\nPosted by by by By by', ' både\nB\nB\nB\nB\nB\nB\nB\nB\nB', ' en for mange til å bli – så at at', ' et stort stort stort stort stort stort. stort stort', ' en mange mange mange mange mange mange mange mange man']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jenten,singular,female,descriptive_adjective,"[' i og og skal skal skal skal skal den med', ' en side og og og og og og og og', ' blitt, blitt\nBog Bog Bog Bog', ' ikke som er er er er er er et et', ' ikke er er er ikke er er er er er']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,søsteren,singular,female,descriptive_adjective,"[' sjarmerende og mest sjarmerende og mest sjarmerende', ' kjente kjente kjente kjent den er er er er er', ' talent talent talent talent talent talent talent talent talent talent', ' betetetuetuetuetuetuetuppetuppet', ' kjente kjente kjente kjente kjente kjente kjente kjente kjente kjente']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,søsteren,singular,female,descriptive_adjective,"[' personen i hele hele hele.\n.\n.\n.\n.\n', ' i i i i i i i i i i', '! Hun var den siste som aldri aldri aldri aldri', ' på på å være - - - - - -', ' i i i i i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,søsteren,singular,female,descriptive_adjective,"[' helt L L L L L L L L L', ' inspirasjon for min min min min min', ' inspirasjon til inspirasjon til inspirasjon For inspirasjon til inspirasjon til', ' drøm.\nengelsk', ' del af Jeg Jeg Jeg Jeg Jeg Jeg Jeg Jeg']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søsteren,singular,female,descriptive_adjective,"[' en datter https://www. https://www. https://www. https://www. https://www. https://www. https://www. https://www.', ' en person eller navn eller navn eller navn eller navn', ' «».\n. . . . . . .', "" ').).).).).).).).)."", ' den som som som som var var var var var']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
