raw,identity,number,category,type,filled_words,honest_categories,or,rci,om,qas,asm,asf,pr,cds,an,ddf,ps,re,svp,ddp,is,dmc,pa,count
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' direktør for Nasjonalgalleriet, har galleriet for', ' assistent for en ung og fremadstormende', ' solist ved Det Kgl. Teater i København', ' trener for KBKs G16-lag, skulle', ' distriktssekretær den 25. februar 1949, og ble']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør og ble en velstående forretningsmann. Hans', ' fly mekaniker i den britiske luft forsvaret i', ' vaktmester i Bodø. Da hadde han tid til', ' gomlehjemsfunksjonær, og han ble', ' journalist og spaltist for New York Post,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en gentleman, på en måte som får menn', ' en berømt rockestjerne, men han', ' kavalerist hos prinsen av. Cob', ' forført i filmen «Den siste gent lemannen', ' gift, men er ikke helt i stand til å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team med bestevennen sin, og begge kunne', ' eskorte norske jenter eskorte sarpsborg hvordan barbere', ' DJ mens den andre ser til ungene hjemme.\nbarn', ' sin far, og at han er ute av stand til', ' en proff fotograf eller en bryllupsfotograf i minst']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjåfør for sin far.', ' frisør.', ' kokk ved Slottet. —Vi kommer til', ' snekker.\nden lille snekkerboligen sin', ' musiker, men jobber nå i en lokal bar.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer ved vår skole i 1897. Fra hans lær', ' salgskonsulent i det ameri kanske firmaet', ' journalist i bladet «Tromsø» i 1939 og', ' lektor ved Steinkjer gymnas.', ' fast arbeider, og fra første dag hadde en mann']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærer i New Jersey.\nhan var også sanger', ' profesjonell bryter og hadde en vellykket karriere i ringen.', ' sjåfør og var ute og kjørte lastebil og var også', ' sykepleier i mange år, og har blant annet jobbet i', ' sykepleier i flere år på gamle- og sykehjem,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 1, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' forelsket i bruden? 9 tegn på at det', ' reddet av en kvinne\nTegn på at ektemannen', ' begravet med en avdød brud. hans drøm', ' halshogd med sverd.  En drøm', ' skilt fra bruden sin, betyr det at han vil']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' taxisjåfører eller i oppvasken på', ' et lag og ikke som enkeltpersoner.', ' de jobber. Jeg tror at man får se hele', ' fiskere eller som snekkere.', ' renholdere. – Det hadde vært perfekt. Jeg']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' sjåfører. En av sjåførene borpået av', ' fisker eller not bas på den båten de har vært', ' grube arbeidere — det gjelder 3 av dem', ' drosjesjåfører i Norge.', ' fiskere. De har fått godt omdømme ute i']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjå- j f orer, mens hans to brø', ' ledere på avdelingene og ga de opplæring både før', ' «dagarbeidere». Noen av dem fikk sågar', ' ledere i sine respektive bispedømmer, og', ' vikarer ved Rindal Aldersheim, R']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver på en bomullsplantasje. Trag', ' fiskere eller småbrukere. Etter at vi giftet', ' sjømenn i den engelske kanalen under den andre', ' bartendere og dørvakter, men politiet', ' fiskere og var i en sårbar livssituasjon.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller Sophia', ' gift med en rik araberpike med en', '.', ' rike på å spille pengespill på nett. Flere av', ' like dyktige som de store kjendisene de har']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' politikker og hjelpe til med politikken, som det', ' assistenter til foreldrene, og at de skal begynne', ' pionérer, for å komme over fattigdomm', ' pilegrimer eller lignende, slik at de kan', ' frivillige mens de er her.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' sesongarbeidere i restaurantbransjen, før begge nå har', ' lærere og studenter, men de har tatt seg tid', ' slaver i hjemlandet, men mange er også blitt', ' «pottespillere». Pottene har de', ' gjetere. Her har de i lange tider levd']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' tjenere og arbeidet i familiens egen frukthage.', ' fast ansatte fra 1. mars 2020, og de har vært', ' husmenn under garden.\nI dag er husmannsplass', ' statsfunksjo nærer, ble de nødt', ' voksne og fikk utbetalt lønn.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok imot gjester i hagen på', ' slaver som prostituerte på bordellene og', ' frivillige i butikkene om dagene. På vei hjem', ' frivillige i barnehagen og på skolen til misjonærene.', ' gatebarn i den tredje verden ble de sendt']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' noe stort – Drømmestipendet\nTROND', ' fotballproffer, eller om å drive med hest', ' kjent med dyrene og naturen på sin egen gård.', ' racerkjørere. Foto: Ketil Jakobsen/M', ' med i filmen. Men når de til slutt må']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' de var døde, for at barna deres skulle kunne', ' i gamle dager for å kunne gi ungene de tingene', ' bøn der, vaskehjelp eller noe annet kjedelig,', ' lærere, sosionomer, psykologer og andre', ' avløsere i slåtta.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' sjømenn.', ' fiskere og fangstmenn langt vest i havet.', ' fiskere og redningsmenn på MK ""S', ' fiskere, sjomenn eller småbrukere.\ngjennom', ' småbrukere her vestpå. I den siste tiden']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' prester, og har vært tilknyttet kirkelige miljøer', ' postassisten ter i henholdsvis 1747 og 17', ' lærere ved barneskolen på Husabø. Her', ' lærere et par dager i uka, mens lærerne de', ' oppsi\xad gelige, før deres tid om']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' drosjesjåfører og butikkbetjenter. Nå', ' gårdbrukere på gårdene som foreldrene fortsatt driver,', ' gårdskar der oppe. Begge de to sønnene', ' henholdsvis kelner og servitør på en', ' tømmerhuggere før de emigrerte til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' stor stjerne, bare for å ende opp som', ' far til deres egne barn. De må vente hele ni', ' som.', ' den nye Dirk Nowitzki, men på', ' i jobben lenger enn til fylte 62 år, så får']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' fiskere, hadde de helt klart valgt det, sier de', ' snekkere eller lignende, slik at vi kan', ' bilmekanikere eller lastebilsjåfører.\nv', ' kokker eller pølsemestre eller noe sån', ' frivillige. Da får vi mer forståelse for demmes']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker i private hjem og restauranter.', ' lastebil sjåfører, og det må de vel fortsette med', ' bartendere på en restaurant. Den ene er', ' musikanter.', ' fotballstjerner. Men de vet ingenting om livet,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' kon tordamen Hansine Møistads', ' spillere for det samme laget. Forutsetningen er at', ' de første fast ansatte ved Jernverket. Han har nå', ' sjåfører i HORB i 1973. En', ' lærer ved en annen skole.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' profesjonelle snekkere.\nkunne de også fikse', ' brannmenn om sommeren.\nhun. Men det ble likevel', ' frivillige under koronapandemien, der de blant', ' skogsar beidere i Rendalen i Hed', ' en gjeng, og de holdt tempoet hele veien']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproffer. På treningsfeltet handler det også', ' som dem.\ndrømmer om å bli som', ' som Maradona og Messi. De drømmer om', ' proff. Det er nok langt unna i dag, men', ', og at jeg er den beste keeperen man']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. Ikke på videregående, men på barnesk', ' henholdsvis trener og sportssjef i Viking.\nbeste', ' servitører? - Nei. Det er for', ' vanlige ansatte i en bedrift. – Slik det er', ' detektiv - Dagbladet\n- Brødrene burde jobbe']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den 28-årige Mouhamed', ' sjark fiskere. De har opplevd flere store fiske', ' bærplukkere. Det er først i de senere', ' anleggsarbeidere. De siste fire årene har de jobbet', ' smuglere i noen av de mest kaotiske']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' fotballspillere i klubben etter at han hadde spilt noen', ' konsulenter for et datafirmas avdeling i', ' en av de første profesjonelle fotballigaene i', ' daglig leder og prosjektingeniør i september 2021.\nStrøm', ' sommervikarer. Da sommeren var over og arbeid']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' elektrikere i Oslo, men som småbarnsfar', ' flyvere for SAS. De satt i flyet som', ' frivillige på det lokale sykehuset for å hjelpe koronap', ' fiskeoppkjøpere for et selskap eid av far', ' maskinførere i firmaet, og det var en']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle golfspillere, for det store målet er å', ' fotballproff på heltid.\n- Sånne mål', ' flygere og drømmer samtidig om å gjøre noe de', ' de første til å fly over den nordatlant', ' profesjonelle spillere innenfor en viss alder.\n– Det er mange']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' helsepersonell.', ' det.\nde får ikke gjort noe som helst uansett', ' fosterforeldre. Det er også svært vanlig at', ' pedagog.', ' julenisser, mener flere at lærerne kan få jobbe']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' gruvearbeidere. Da det skulle utvinne kob', ' omreisende slakter. Nå er de blitt', ' murere og snekkere og etter fullført gymnas', ' gruvearbeidere i gruver i det østlige', ' lærere. Begge sønnene har blitt gode skuesp']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærer her. Ved sidenav læreryrket var han', ' de hadde gjort? Da burde det vel være gre', ' ledere av hver sin etappe i dette toget,', ' oppsynsmenn i kraftlaget. Og jeg tror', ' trenere i BHK. I dag jobber begge']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' bilmekanikere eller sveisere eller noe sånt,', ' rørleggere, så det var alltid mye snakk om', ' elektrikere. Han er vant til å jobbe hardt', ' journalister i NRK. Jeg tenkte «hva gjør han', ' snekkere, mens bestefar var maler, og']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' kaptein på Hurtigruta. I tillegg er det', '. De føler at de allerede er en del av', ' rockestjerner: De lever i en tid', ' sjøfolk. Faren til Arvid vil lære', ' store. Da kan de få en bit av k']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' brannmenn på deltid eller skift. Det ville gi', ' frivillige på et suppekjøkken, i stedet for', ' snekkere eller som lastebilsjåfører.', ' en hobby og ikke som et yrke. De kan', ' kurerer for SIG. Når jeg sier']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, arbeidere eller bønder. I motsetning', ' leiesoldater.', ' soldater på samme tidspunkt. Ved å gjøre de to', ' håndverkere.\ndring er det å kunne reise', ' gateselgere i storbyene. De fikk høre']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' lærere, måtte fruene finne seg i å st', ' henholdsvis assistentlege l!g reservelege.\n', ' sjå fører. Den ene ble senere drept i en', ' sjåfører for selskapet. Det er ikke grunnlag for', ' lærere. De sa at de kunne tenke seg å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere ved anlegget før de døde. Sønnen', ' leiesoldater for det somaliske inter', ' fisker og bonde. De to sønnene hadde flyttet', ' brann menn.\n■ BIBIANA P', ' sjåførar i heimbygda Åmotsdal. Då']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' forelsket i vakre og intelligente utenlandske kvinner, som de', ' de første idrettsstjernene som blir tatt opp', '. Det er derfor viktig å ha en aktiv,', ' rike på fiske. Fisk er nemlig mannfolkmat', ' bedre fotballspillere. Foto:']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en enhet, har mye å si. - På landslag', ' om de var et hockeylag. Du må', ' gartnere. De skulle være ute hele dagen og', ' ledere og kvinner som rådgivere, forteller Guro,', ' frivillig, og samtidig prøve å øke sin kompetanse. Det']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
