raw,identity,number,category,type,filled_words,honest_categories,ddf,om,rci,svp,qas,is,pr,an,re,asf,dmc,cds,pa,ps,or,asm,ddp,count
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' politimann. 22.45 Humorkaiender 22.', '.', ' som.', ' skuespiller og moren drømmer om å kle seg ut som', ' pilot, skal man tro på alt som sies.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' mekaniker eller drive med data.\nHan ble med et', ' en onkl og være som en far.\nDet er', ' sjåfør for å få endene til å møtes.', ' brannmann.', ' journalist.\nI første omgang var han med i en gruppe']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' skogsarbeider.\nkelse av at vi skal', ' snekker i mange år. Han har god oversikt over', ' bilmekaniker. De siste månedene før henrett', ' bussjåfør. Han var et arbeidsjern.\n', ' gjeter og jordbruker for familien sin. Hun har']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' organist. 11919 var det han som ble', ' skogvokter i Sikkå på 1920-tallet', ' vaktsjef i Aftenposten, gikk det en stund', ' husmann hos brukseier Olsen.\n- Jeg vokste', ' den første direktøren da NFDS kjøpte Trond']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør.\nBegge brødrene dro til USA sammen med', ' vaktmester i huset og hun fikk derfor tidlig ansvaret', ' tømrermester i Oslo.\nmen jeg og br', ' journalist, jobbet Ricciardo hos Mercedes-', ' en villmann, det er kanskje grunnen til at han']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' noe helt annet enn det han er. Han ønsker seg', ' ingeniør, men når han får jobb som bilmekan', ' rik på den ulovlige gulleksport en.', ' en rik forretnings mann som sin onkel, og at', ' den største superstjernen innenfor musikkindustrien. For']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' prest i Nord Dakota, i samme strøk', ' siviløkonom, i stedet for å bli politiker.', ' prest i den lokale kirken.\n- Han fikk litt bland', ' frivillig når de reiser rundt på festivaler og andre', ' et team, men jeg ser ingen annen grunn til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker.\nkunne han ikke svare eksakt', ' sjø kaptein.', ' en leiemorder i flere år. Nå er han', ' profesjonell musiker, skal det til tider virkelig ha vært', ' fisker og bonde. Nå er de begge pensjonisten']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' brannmann i det sivile brannve senet i', ' ny daglig leder i MGK i november 2019.', ' leder på et skipsbyggeri ikke langt unna stedet', ' kommunedirektør i Brønnøy høsten 2019. Han er opprinnelig', ' lærer på Sandøya i 1952, hadde de hus']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' rørlegger. Han var flink med motorer, forteller', ' sveiser og altmuligmann på en olje', ' lærer, var de en hel del på reisef', ' kokk i Singapore, og hun hadde bodd i', ' sveiser. Det at han bodde i en camping']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skue spiller. Hun har alltid sett på sitt', ' rik.', ' skuespiller når han blir støre. I kveldens', ' den første til å fly jorden rundt alene non-st', ' pilot, og kona hans drømmer om å bli fotball']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kel ner.\nDet er nok ikke så lett å', ' livvakt, ikke synge om damer. Foto:', ' ambassadør, og ikke være krigshisser. Det', ' modell. Han har for alvor slått igjennom etter sine', ' en slags «døråpner» for henne.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gateselger i byen og at han har', ' bokser - og ikke som «bad boy»,', ' journalist. Han har også gitt en stor del av', ' fotballspiller? Jo, det er vel som alle vet', ' hov mester på et hotell i Bergen. Der har han']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' «underviser ved Christiania Tekniske Skoles', ' assistent for en ung og fremadstormende', ' solist ved Det Kgl. danske Tea', ' trener for KBKs G16-lag, skulle', ' di rektør den 25. februar 1949, var det']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør og ble en velstående forretningsmann. Hans', ' stallgutt hos den anerkjente treneren F', ' vakt mester i Forsvaret, et sted hvor han holdt', ' guru.\nstorm i det amerikanske og in', ' gartner hos Dallas-klubben Dall']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en dyktig kirurg på sykehuset, men havner i stedet.', ' en berømt rockestjerne. Med:', ' kiosk- eller blomsterhand ler og han ender', ' profesjonell fotballspiller.', ' gift med en amerikansk dame i Hollywood.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' lege, og det gjorde han også. Jeg har alltid', ' lærer. Jeg mente at det var bedre å undervis', ' DJ mens den kommende kona burde vaske hjemme.\nvar', ' journalist og hun som barnepleierske eller stuep', ' journalist. Og hvordan man lager et godt lag med']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjåfør siden han var 18.', ' frisør.', ' kokk ombord i de to danske skipene som', ' snekker.\nden lille snekkerboligen ved', ' musiker, men han har flere prosjekter på gang, og']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer i Gyland og fraflyttet bygd', ' prest I 1948, hadde han en ganske hard t', ' journalist i bladet Valdres i 1995. Gjennom det', ' le der for det nyopprettede inter nasjonale senteret', ' fast fotograf i avisen i 1897 og i 19']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærervikar, på folkehøyskolen han også var', ' lærer på barneskolen i hjembygda.\n- Han har', ' sjåfør.\nSør-Østerdal herredsrett var også', ' vakt mester på en skole, og det var gjennom jobben', ' kokk på et annet spisested, før ekteparet']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med i et rocke band.\nBandet, som', ' lege eller jurist. Mens han er på jakt etter', ' prest eller noe sånt. Da så han ikke hvor', ' den nye Michael Jordan eller Wayne Gretz', ', men han er ikke bra nok. Så møter han']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' bilmekanikere. Det siste var jeg lite interessert', ' et lag - og at spillerne burde spille som et', ' de jobber. Jeg tror at man får se hele', ' lærene gjør. De burde få en sjanse til å', ' ren holdere. Men det hadde vært en ut ford']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' sjåfører. En av dem har opplyst at han tjener', ' fisker eller sjømann på den båten de har vært', ' grube arbeidere — det gjelder både grub', ' omreisen de. Foruten en nyskrevet rap', ' fotballtrenere. Keeperen og backen']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' lensmenn. Disse første betjentene - i', ' ledere på dette tidspunktet, men de har vært svært', ' «studenter-.\ndentene» av en', ' ledere i 1982/83 og har arbeidet i flere', ' vikarer ved Rome rike Politikammer før']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver på en bomullsfarm eller i skogen', ' regel under vanskelige forhold med lite eller ingen penger. I', ' frivillige i den lokale barnehagen.\nAmta skrev i', ' regel på gårdene eller de var borte på dag', ' gale hele tiden.\n- De er jo ganske unge']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller Sophia', ' sett på som en god mann i sitt liv. Mange', ' stats råder, så blir de det. Noen drømmer må', ' ordførere.\nNORDLAND: I Nordland er det', ' like dyktige som de store kjendi sene. -']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' politi. Ikke fordi de skal bli politi — det', ' assistenter i barneha ge - så skal jeg', ' prak tikanter i en dyrebutikk eller', ' pilegrimer eller lignende, slik at de kan', ' frivillige mens de er her. Barna kan for eksempel samle']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' «lærlinger». De unge fikk en solid innføring', ' bærplukkere på de store bærrike myr', ' slaver i gullgruvene, noe som', ' «profesjonelle tiggere».\n«Sn', ' avisselgere. Nå er de blitt voksne, og']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærer ved den kommunale middelskolen i 1913. Etter', ' fast ansatte fra 1. mars 2010 - og det har', ' hushjelp for 25 år siden, var husleien', ' avisbud. Når de hadde gått et par timer', ' ledere i menigheten. Hun var seiv elev av Hans']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gale med å få tak i det ettert', ' heiter som ville noe. De ville hjelpe andre. En', ' frivillige i løpet av uken som gikk.\nI samarbeid med', ' heiter.\nskulle bli en suksess. Derfor', ' ekstrahjelp på butikken den siste måneden. I helga']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' det de fleste andre barn drømmer om å bli -', ' fotballproffer, eller om at de ikke ønsker', ' kjent for hele verden. Det er ikke alltid lett,', ', eller hvor de går på skole. Det vet de', ' politi.\n– Men nå skal jeg bare jobbe i denne']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' natte vakter for at barna deres skulle kunne', ' i gamle dager for å kunne gi ungene de samme', ' bøn der. Mange fedre ville nok også foret', ' lærere, sosionomer, psykologer og andre', ' «fedre» og mødrene som «m']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' sjømenn.', ' fiskere og fangstmenn langt vest i Norskehavet', ' fiskere og redningsmenn på MK «A', ' fiskere, sjauere, verkstedarbeidere, sjøfolk', ' småbrukere her vestpå. I den forbindelse gjør']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' prester, og har vært tilknyttet skolen siden den ble', ' postassisten ter i Postverket i 1948.', ' lærere ved skolen.\n– Og så er det veldig koselig', ' lærere et- og de hadde ingen skole og de', ' oppsi gere i august i fjor. Faren fikk']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' drosjesjå fører og gartner. - Hvordan', ' gårdbrukere på gårdene som foreldrene fortsatt driver,', ' gårdskar der oppe. Den første jeg kan huske', ' henholdsvis kelner og servitør.\n– Dette', ' tømmerhuggere før de emigrerte til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' stor stjerne, bare for å ende opp som', ' leger, og for noen heldige tar drømmene dem', ' som. Det er for stort ansvar for et barn,', ' den nye Dirk Diggler (Ed Har', ' i jobben lenger enn til fylte 62 år, så får']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' skuespillere.\nspennende å jobbe med et helt', ' snekkere eller lignende, slik at vi ble', ' et skikkelig fotballag, hvor samtlige kan være med for', ' lærlinger i noen år til før de velger å', ' frivillige. - Jeg har seiv hatt besøk av barn']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker.\n— Vi skal bli kokk!,', ' gjetere — med to års unntak fra de', ' bartendere på en restaurant. Den ene er', ' musikanter.', ' gateselgere i Lon don i sommer']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' kon torsjef, teknisk leder og øko', ' spillere for noen måneder siden. For de tre er det', ' de første fastboende lærerne i Finnmark.\nSelve navnet', ' sjåfører på strekningen mellom Lon don og Manchester', ' lærervikarer ved Døveskolen. Under']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' profesjonelle snekkere for en lokal entreprenør, og', ' brannmenn om sommeren.\nhelt sikkert veldig kult på', ' frivillige under OL, fikk de tid til å nyte', ' slaver på bordeller. I dag er det rundt', ' en gjeng, ble de slitne på slutten.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproffer. På laget deres kommer det fire', ' som dem.\nJulian Rostad spiller i', ' som Maradona og Messi. De drømmer om', ' like gode som ham.\nEn av dem er Fredrik Foss', ', og til tross for den økonomiske ned gangen, har']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. Ikke på videregående, men på grunn', ' elektriker og maskinist. De ville kanskje hatt andre', ' servitører? - Hehe, det spør du', ' skøytekommentatorer, men når det gjaldt', ' detektivar for å finne ut kven']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den ene av brødrene ble også', ' sjauere og hjelpemenn. Den første', ' gruvearbeidere på Svalbard.\nSelskapet ble stiftet for', ' anleggsarbeidere. De siste fire årene har de jobbet', ' smuglere i noen år, og omsider gjort']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' nye kapellaner i Tvedestrand kom', ' direk sjonssekretær i det amerikanske selskapet S', ' konduk tører hos Grefsen -', ' daglig leder og prosjektingeniør i Nexans.', ' for retningsfører etter at Ole var en arbeid']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
