raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' drosjesjå fører og gartner. - Hvordan', ' gårdbrukere på heltid uten fast lønn, og', ' gårdskar der oppe. Den første jeg møtte på', ' henholdsvis kelner og servitør på en', ' tømmerhuggere. Da bodde de i koier,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' stor stjerne, bare for å ende opp som', ' leger, og for noen heldige tar drømmene dem', ' som. Det er for stort ansvar for et barn,', ' den nye Dirk Diggler eller Kelly', ' i jobben lenger enn til fylte 62 år, så får']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' skuespillere.\nspennende å jobbe sammen med så', ' snekkere eller tømrere, men vi ble', ' et skikkelig fotballag, hvor samtlige har fokus på spille', ' kokker og seige varene sine til oss. Jeg', ' frivillige. - Jeg har seiv en søster som jobber']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker.\n— Vi skal bli kokk!,', ' lastebil sjåfører, og det må forto ne seg', ' bartendere på en restaurant. Den ene er', ' musikanter.', ' gateselgere i Lon don.\nFilm']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' kon torsjef, teknisk leder og øko', ' spillere for noen måneder siden. - Jeg begynte som lærer', ' de første fast ansatte ved Statens institutt for folkehelse etter', ' sjåfører på fergen mellom Fusche og', ' lærervikarer ved Døveskolen. Under']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' kelnere på et ho tell på Røro', ' brannmenn om sommeren.\nhelt sikkert veldig kult på', ' frivillige under OL, fikk de tid til å opp', ' slaver på bordeller. I dag er det rundt', ' en gjeng, ble de slitne på slutten.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproffer. På laget deres kommer det fire', ' som dem.\nJonas Fjeld, som var deres store', ' som Maradona og Messi. De drømmer om', ' like gode som ham.\nEn av dem er Fredrik Foss', ', og til tross for den økonomiske ned gangen, har']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. Ikke på Stortinget. På den måten kunne', ' elektriker og maskinist. De ville kanskje hatt andre', ' servitører? - He-he, nei det', ' skøytekommentatorer, men når det gjaldt', ' detektiv - for å finne ut hvor d']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den ene av brødrene ble også', ' sjørøvere og nå har funnet seg et frist', ' gruvearbeidere på Svalbard.\nSelskapet ble stiftet for', ' anleggsarbeidere. De siste fire årene har de jobbet', ' smugler i noen år, og at de er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' dag lig leder i henholdsvis 2011 og 2010 har det', ' direk sjonssekretærar, den ene for Nord', ' konduk tører hos Grefsenbanen', ' daglig leder og prosjektingeniør i fir maet som', ' forvaltere over de jordområder, som fra gammel']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' smeder og var i fullt ar beid. B', ' slaver for i det hele tatt å få utbetalt', ' frivillige på det som er en av verdens stør ste', ' murer- og snekkerarbeidere for norske ar', ' maskinister på en tråler og var på tur']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle musikere. De er imidlertid svært forskjellige på mange', ' en del av Kina. Foto:\nFRYKTER IKKE', ' flygere i NASA.\nTekst: Jan-Petter', ' skihoppere. Når de skjønner hvor mye foreldrene', ', har det en tendens til å bli med drøm']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' vaktbikkje. Ikke som tante Sofie,', ' det.\nde får beskjed om å være så veldig', ' snekkere som ham, for snekkerjobb blir', ' prest er når man blir voksen. Han fikk jobb', ' julenis ser, og at han derfor hadde ar']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' gruvearbeidere. Da det kom folk fra gru', ' omreisende slakter. Nå er de blitt', ' murere.\nFerden gikk videre vestover, på', ' gruvearbeidere i gruver i det vestlige Afrika', ' lærere, iherdige arbeidsfolk og som gård']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærer i kommunen. Her er lærersta ben anno 19', ' de hadde forlatt et annet sted. Men den som', ' ledere av hver sin etappe mellom Bryggen', ' lensmen ner. Da kunne de «innb', ' forvaltere og ledere av de forskjellige etater.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' tømrere på byggeplasser, jobbet de fire sø', ' rørleggere, så det var alltid mye å gjøre', ' elektriker på en av øyene, var det en', ' journalister i NRK. Jeg tenkte «hva gjør han', ' snekkere, mens bestefar var maler, og']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' kvitt en stor, ijem for tid? Og den', '. De gjør store øyne når de hører at jeg', ' rockestjerner.\nEirik Røtnes', ' like tøffe som Jesse James og Clint East', ' like god i basketball som Michael Jordan.\nI lørdag']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' brannmenn på deltid eller skiftar beid. Kvinn', ' frivillige på et suppekjøkken, i hvert fall', ' snekkere eller som lastebilsjåfø r', ' en gelsklærer. - Han må bare lære', ' kelner begge to, og at det da ville']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 1, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, kokker eller bartendere i hotell', ' leiesoldater.', ' soldater på Gaza stripen i halvannet år.', ' bygningsarbei der. I alt hadde de i den', ' gateselgere i storbyene. De fikk høre']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' ar kitekter i firmaet.\nhar gått i arv', ' henholdsvis assistentlege og reservelege ved psykiatrisk', ' sjå fører. Den ene var sjåfør for fruen,', ' henholdsvis rådmann i Asker og direktør for rådmenn', ' lærere. De sa fra seg lærergjerningen.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere ved anlegget før utbruddet av krigen.\n-', ' leiesoldater for det som da het Mil', ' sjåfører i militæret. Kona ble også kalt', ' dørvakter på et populært utested i Oslo.', ' sjåfører. Han har tidligere jobbet i utelivsb']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' filmet. Han og kona vil nemlig gjenskape', ' de første. For dem er det bare ett utfall', '. Det er tid for å høste fruktene.', ' rike på fiske. Men en ung mann ved navn', ' bedre menn i sin kones selskap. Til stor']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en enhet, som et team.\n- Jeg hadde håpet', ' om det var valg i morgen, så kanskje de gjorde', ' gartnere. De må være ute og stelle', ' hånd verkere for å tjene til livets opp hold', ' frivillig, og samtidig prøve å få innarbeidet litt']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kordirigenter og -mestere i', ' spillere i ulike 2. divisjonsklub ber.\n- Jeg', ' lærere, og at elevene deres ikke hadde noe bedre', ' håndverkere, er det en del av den opprinnelige inn', ' gartnere. De har laget blomster- og grønnsak']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kaptein og kvartermester - i stedet for', ' kapellaner. Ved kukvaLgeae', ' sjef for Hærens forvaltningsskole høsten 1948,', ' adjutant. De to offi serer,', ' solist i Oslo-Filharmonten']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig med og utvikle spillerne. Det er veldig synd', ' frivillige hver uke, men at det også var god anledning', ' frivillige på det populære arrangementet.\nDirigent Hans Petter', ' brannmenn en mannsal der, og at de har', ' regel på akkord, altså på grunnlag av hvor mye']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges 20 beste håndballag. Foto:', ' gode i golf, så kan du bli med dem', ' gjenforent med sin første kone, har et', ' proffspil lere for en tysk klubb.', ' like gode som sine helter. - De var noen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige, sa hun.\nTalende bilde En', ' et team og ha en felles ansvarsfølel', ' ek tepar? - Hva svarer du dersom en', ' hjemmeværende husmødre som tok seg av', ' kolleger. I et forsøk på å forsone dem']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' hushjel per eller som hjemmearbei deme', ' gifter seg med hverandre og flytter sammen? Eller', ' de seiv har innbe talt. Mannen vil etter', ' yrkesaktive.\nSmåbarnsfamiliene blir dermed', ' hushjelper eller arbeidere.\n- Vi vet ikke']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' en og samme virksomhet.\n- Det må legges avgjørende vekt', ' vaktmenn, men disse fikk bare arbeide på lørdag', ' kontor dame og kassererske i samme firma.\nk', ' lærere på en folkeskole i København. Der under', ' lærere 1 samme institusjon i 1926. Etter å ha']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' henholdsvis bonde og servitør, hadde de et godt', ' sykeplei ere på samme sted på et sykehus i', ' henholdsvis sjåfør og sekretær mens de var på jobb i', ' sykepleiere på gamlehjemmet før de giftet seg for', ' snekker og rørlegger.\nKanskje hadde han et']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 1, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' boende i rekkehuset, men når han skal feire den', ' gamle sammen? 23.50 Cold Case (r)', ', og drømmer skal en jo ha, sier Søl', ' et slags team, et ektepar som ikke bare', ' det samme? Hvorfor? Hva hindrer dem iå']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive. At kvinner får et mer variert uttrykk når', ' typiske representant for et helt folkeslag. Og i', ' innflytelsesrike.\ninnenfor sin egen familie og', ' kjente av de 13 som ble drept som martyrer', ' troverdige person ved siden av Jesus, og Jesus']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av alle; den som gir liv til mannen.', ' sjefen hun kunne ønsket seg. - Det er viktig', ' til å be stemme hva som er best for bar', ' maten. Slik er det dessverre ikkje, men eg', ' lederen for en avdeling i en barnehage. Seiv synes']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' belastning og en ytterligere belastning kan lett gjøre skaden enda', ' belastning for den domfelte, sier mannens forsvarer', ' belastning for mannen. Men når han tar kon takt', ' tilhenger av dette forslaget. - Jeg tror du', ' belastning for hele familien. I tilfeller der kvinnen blir truet']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et aktivt og meget sosialt menneske. De bor i', ' «den ukjente jødinnen fra Berlin».\nav', ' en av Englands heteste og mest sex-s', ' skuespiller og en stor TV-profil.\n– Vi har', ' et arbeidsjern. Det har vi fått bekref']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppsagt for for sømmelser i tjenest', ' så fortvilet - det går ikke an å være', ' i fin form.\nToget ble stående en times tid,', ' gravid. Politiet tok straks affære, og da', ' i god behold. Hun har sagt hun er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' trugande fienden i dag. Det er derfor', ' naturlige form for samarbeid. Men i de tilfelle hvor', ' sårbare gruppa i samfunnet, den er fullstendig avhengig av', ' effektive måten å lære på, men for de fleste av', ' populære maten. Den som har smakt på maten']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin nyfødte på.\ns', ' beskyttelsen. Den sier at den som har den daglige', ' starten et barn kan få. Men den beste skolen', ' mor for barnet, så skal bar net ikke frat', ' ressurs, bør det ikke ha en egen lov eller']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' fordel. Men som vi vet, er ikke dette alltid', ' fordel. De andre barna får da ikke lov til', ' og gledelig opplevelse, og det kan også være', ' lykke for foreldrene. Barnet har behov for en hel', ' glede, men vi er også et nytt barnebarn']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den viktigste og tidligst fødte av alle a', ' en kløpper ut over det normale til å finne', ' ein roleg og lydig unge? - Dette', ' en av Nigerias mest profilerte unge politik', ' et ""godt menneske"" og at det er viktig']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i sentrum. Barnet har alltid krav på at de voksne', ' født, vil jeg være til stede i livet ditt', ' så stort at det ikke klarer å ta inn flere', ' i fare, og det gjør det. Det har mange', ' fødd. For tidleg fødde barn må behandlast']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' attraktive unge kvinnen gjennom mange år.\nHun skal spille hoved', ' kjente og mest beundrede av hele gjen gen.', ' kjente mus ikken av disse to. Hun har et', ' attraktive og suksessfulle kvinnelige skue spilleren i sin', ' fargerike person ligheten i norsk film. I «T']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
