raw,identity,number,category,type,filled_words,honest_categories,rci,ddp,asf,asm,an,qas,or,pr,is,om,ps,re,cds,pa,ddf,svp,dmc,count
[I] jobbet som [M].,barna,plural,male,occupation,"[' frivillige, og var veldig ivrige og engasjerte,', ' modeller for å få i gang prosjektet.\nfikk', ' hjelpepleier-assi- i fjor.\ntrise', ' frivillige på forskjellige plasser på øya og bodde hos vert', ' vaskehjelp under hele festivalen. Alle sammen syntes at']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' store. Kanskje vil de ikke ha det foreldrene er', ' kjent artister eller skuespillere og at en del av', ' skuespiller. En del av drømmene deres handler om', ', som for eksempel fotballspillere, og vi synes', ' flyver, sier Anne-Mari Solstad og forteller']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' leger? Dette mente femtenåringene Julie Marie', ' er hjemmeværende, for å bidra til å øke', ' de gjorde den gang? - Jo, de burde gjøre', ' bussjåfører i stedet for lærere, eller for', ' det passer dem, og være mer aktive i å støtte']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggsarbeidere eller veiarbeidere. De fleste fed', ' sjømenn eller fiskere, som de jo er i', ' tømmermenn. Dette bildet er tatt like etter århund', ' smeder på gården. Det kan også bli snakk', ' drosje sjåfør eller i en bedrift.\nTre ganger']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærer på Åkre skole i 1945 og 1948', ' skogs arbeidere i Trysil kommune, der de', ' prest i kirkens embete. De er et', ' lærere ved folkeskolen i bygden. Begge fikk gode', ' lens mannsassistenter i 1937. De ble for']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere - i et firma som på det', ' sjømenn.\nvar for liten til å få jobb', ' henholdsvis murer og snekker, men nå er de', ' bussjåfører eller drev anleggsvirksomhet. Faren', ' vaktmestere i kommunen før de gikk av som']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' filmmakere mens guttene drømmer om å bli fotball', '. De skal ikke gå i de samme gatene', ' den beste gutten på skolen. De har ulike forutsetninger for', ' helter. Frittgående fedre ønsker å gjøre', ' filmstjer ner eller idrettsmenn, mens jentene']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' le geminstuenter, seiv om de nå går', ' lærere for resten av skoleferien. Vi har jo', ' frivillige. - Jeg syntes det er veldig viktig å', ' vaktmestere. De måtte være i stand til den', ' bilmekanikere eller elektrikere.\nMen hvor skal']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' snekkere. De kan begge to sitt fag.', ' hushjelper, kel nere i utkanten', ' gruvearbeidere, men er i ferd med å', ' sjauere på en liten norsk båt i G', ' bartendere i New York, og at de tok']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' oppsy re i slutten av mai. De tok da', ' hjelpedok ker, men fra 1. november i', ' lærere i skolekommisjonen. Som en kurios', ' lærere etter endt utdanning. De har med andre ord både', ' brannmester ved Buerlaget Brannstasjon. Samtidig']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' bare det og vant til slutt 3 - 1.\n', ' besatt for å unngå å havne under med mer', ' smeder og snek kere. Det første var', ' «vaktmester» under åpningen av den nye barne', ' gartnere for å få endene til å']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballspillere. Men da må de trene mer. Og', ' som. Men da må de jo trene masse og', ' fot ballspillere. Det var en spent gjeng som', '. Et av ønskene hans er å bli verdens', ', men i stedet jobber du som skurekon']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' snekkere - men fant andre måter å holde', ' skue spillere. Men det var da de i', ' lærere i hjemlandet slik at de kom mer hjem', ' politi.\ntenkt å studere jus. Hvis man', ' en kelte tror, nemlig hver på sin kant med']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' smuglere og terrorister. Den største av brød', ' musikere.\npå scenen i Ibsenhusets', ' tømmerhuggere, men har fått en ny mulighet', ' håndverkere, blant annet var han tømmer mann hos sne', ' selgere. Og i en liten landsby i nærheten']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' lærere ved skolen i 1997. Før de kom til', ' henholdsvis «poteter» og oppvask hjelp. Med', ' di rektører og fikk det forferdeli', ' henholdsvis markeds- og informasjonsleder og redaktør i den', ' hoved trener i Stabæk Fotball. Det skapte reaksjoner']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' lærere i forskjellige kommuner. I to år hadde de', ' tømmerhuggere, og tok sin tørn i', ' sveisere hos skipsbyggerfirmaet Aker, og fikk', ' skred dere, men med dårlig lønn. Så reiste', ' skysskar. Broren Olav ble ansatt']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle musikere. - Det viktigste er at vi har', ' store stjerner.\nI går slapp de en ny singel,', ' popstjerner. 22.45 Brothers & Sist', ' med i Fetter Oute, den lokale tri', ' Norges beste i kickboksing, har pappa Terje']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' snekkere alle sammen. Så kunne de snek', ' skuespillere. Jeg er helt enig med dem i', ' de gjør i oljebransjen. De burde ikke bruke', ' sosialarbei dere. Eller kanskje jobbe med å', ' lærere eller sykepleiere. Vi sier vi skal hjelpe']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' skogsarbei dere og sjømenn. Og når', ' lærere under hele oppveksten. Pappa Dag har vært', ' sjøfolk. Så snart det ble litt varmt i', ' båtbyggere, og for det meste har de reist', ' fisker og skipper.\nsom fiskerkone i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' «reis ende» i henholdsvis Telever ket og', ' første generasjons «borteboere» i', ' vaktmestere i samme bedrift. Det var ikke', ' faste ar beidere på sagbruket.\nHvem var', ' ledere av hver sin skole da det nye selskapet trådte']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' politia- og etterforskere hos KRIP-', ' bygningsarbeidere i Oslo på vinterstid, derfor var han', ' bønder.', ' selgere i en stor kolonialbutikk. Men', ' bartendere før de ble musikere. Sammen utgjør']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' raci ngstjerne på motorsykkel. De', ' rike og vinne i lotto - helt til en', ' like dyktige som han.\nde får hjelp av den', ' millio næren NRK2 kl 17.10 F', ' musikere som brødrene Theodor, Thorvald']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' hjemmehjelpere for kvinnene, i stedet for å', ' rørleggere.\nomgivelsene deres, og', ' henholdsvis politi og pilot, og at det ikke var', ' bartendere eller i politiet. - En gang i', ' gale for at de skal kunne gjøre sine ho']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' selgere på gaten.\nnoen å be', ' en slags privatdetektiv.', ' henholdsvis offiserer i det israelske militæret.', ' leiesoldater i Irak og Afghanistan og vært', ' skopussere, og derfor er på vei hjem']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' lektorer.\nutnevnelseseksped', ' lærere på skolen. De kunne kanskje ha klart å finne', ' lærere på den norske lærerskolen på Notodden.', ' ny hovedtrener i henholdsvis HBK, Ull', ' henholdsvis sjef og nestleder i Norsvin og i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' frivillige da de var på sommerleir på Utøya', ' leiesoldater for Russland og USA under krigen', ' sjå fører ved flyplassen. Det er for tiden ingen', ' leger i Gambia. Der ble han kjent med', ' rørleggere, og fikk sparken da det ble']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' de nye Gandhi?\n■ AKSEL', ' forsørjet. En mann av ære er en', ' som. I rollene: Michael Douglas,', ' drept av en annen ektemann.\nkvinner med', ' invitert på date. 22.00 Kjendiskveld med']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' «skit ne sjøfolk» for å få', ' trenere etter at de er ferdig på ben k', ' om dommeren aldri skal blåse av. Det hjelper', ' en gruppe. Da burde de i hvert fall være', ' en venn og partner, istedenfor en motpart.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' sjåfør for KIL Toppfotball i mange år. De', ' husmor eller husfar, har vi vært hen', ' pikkoloer, hov mester, stuepiker,', ' lærere, har ikke vært noen billig måte å utdan', ' musikere.\nI løpet av sitt yrkesliv som musik']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' faste an satte i bedriften og ble der med direkte', ' konsulenter i selskapet med 3 års prøvetid. På', ' kon sulent i et ingeniørfirma. Det viste', ' dirigen ter for samme orkester, var de', ' organister i Oslo i 1980, og deres arbeid']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' besatt for å demme opp for motstanderne', ' iherdige maur under den to timer lange', ' lærere, og i den første tiden var også noen', ' et lag var de totalt overlegne motstanderen', ' «postbærere» for en kort uke. Men']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[', forteller han.\n- Det er ganske bra miljø her.', ' kvitt noen av dem. Men ingen vet hvem sjefen', ' like gode som. En dag får han et tilbud', ' en stor aktør på det internasjonale mar kedet med', ' en del av et nytt og større fellesskap i form']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' om ekteskapet ikke hadde noen utrygghet i', ' en stor familie som hjelper hverandre til å nå sine', ' likestilte.\nfedre vil kunne få større problemer', ' et samlet team i stedet for i hver sin avdel', ' en vanlig familie, eller om de skulle være to separate']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' lønnsmottagere. Vi får da folg', ' selvstendige skattytere, kan de ikke skattlegge', ' hovedregel ha fortrinnsrett til å få overta eiendomm', ' arbeidsløse eller underbeskjeftiget utenfor', ' lærere, men vi har da hørt om flere som']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' dag- i lønnet stilling innen samme be drift', ' lær ere i 1954, mens mannen fikk stillingen i', ' henholdsvis «direk tør» og «over', ' et heltids prosjekt på seks måneder hver.', ' bestyrerinner ved hver sine sykehjem. Syke hjemmet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' sykepleier og lærer.\nhvordan hun skulle få det til.', ' hjelpearbeidere i Sør-Amerika. Foto:', ' dagmammabarn som ikke tok inn flere', ' lærer og husmor. Når husmoren gikk', ' lærere ved den videregående sko len i hjembygda.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' den nye Wolverine. På rollelista', ' gravide, kan det virke urealistisk. Man kan', ' gammel i sammen og da skal de sitte i hver', ' invitert tilbake til det landet de engang forlot.\nf', ' spleiset sammen til en ny superfamilie']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' ettertrakte de mannen i verden.\nHan er mannen', ' sentrale for å få en verdig alderdom. Hvis', ' interessante: «Jeg har ikke mer å si ...»', ' interessante av disse to. Den andre er mer å ligne', ' populære av gudene blant sine mange tilbedere']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av alle verdens kvinner!» De fleste i vår kultur', ' for å møte brukernes behov innen NAV. Det', ' som.er gitt henne.\nMitt første møte med', ' mor i landet. Hun vil ta vare på det ny', ' medisinen man har, slår hun fast. Seiv har']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' utgiftspost. De økonomiske utgiftene ved å føde', ' utfordring, men som likevel ikke krever all verden av', ' ressurs fordi hun hjelper med informasjon.\n- Vi vet at', ' risiko i forhold til hvordan barnet vil utvikle seg.\n', ' ressurs i samfunnet, men at alt for få bedrifter']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' en meget dyktig operasanger og som en meget', ' pantertanten i Frankrike, og hun ble', ' en svært dyktig leder. Seiv sier hun at leder', ' et stødig arbeidsjern med god ordenss', ' en av Spanias mest suksessrike for fatter']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt utsatt for voldtekt. I saken er minst fem', ' blitt utsatt for vold og mishandling, ikke er', ' en trussel mot mannens liv og helse. Det er', ' så høy at man må bruke lift hvis hun', ' i 50-åra og politiet er foreløpig interessert i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' krevende av alle oppgåver i samfunnets sosiale vel', ' positive erfaringen, og hun har med små skritt bygd', ' følsomme, mest sårbare og mest utsatte av alle', ' verdifulle gaven foreldrene kan gi. I den prosessen', ' intime og følelsessterke delen av ditt liv.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
