raw,identity,number,category,type,filled_words,honest_categories,re,ps,an,or,asm,asf,cds,qas,is,om,pa,rci,pr,dmc,ddf,svp,ddp,count
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den eldste av brødrene, som også', ' sjauere og hjelpemenn. Den eldste', ' gruvearbeidere på Svalbard.\nSvalbard er en', ' fiskere. I dag bor de i et flott hus', ' sjømenn. En del av tiden var de på']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' betjent og underbetjent ved Levanger lensmannskontor', ' poståpnere i henholdsvis 1861 og 1874', ' konduktører ved NSB i Drammen i 18', ' hus menn. De fikk til sammen seks unger, tre', ' poståpnere, mens de andre fikk titler som']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' dykkere i Nordsjøen som 18-åringer.', ' dykkere i Nordsjøen, hvor lønnsnivået', ' frivillige på det som er en av verdens største film', ' fiskere fra sin lille snekke. Og det var', ' maskinister på hurtigruta. Foto:\n«Troll']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle fotballspillere. Det kan de kanskje bli,', ' fotballproffer, og det som skal til er', ' profesjonelle gamere, såkalt «pro gamer», og', ' de første til å fly over Sydpolen med', ' profesjonelle spillere på en arena eller i NFL,']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' snekkere.', ' det.\nde to siste årene har jeg lært veldig', ' det var helt greit. Men også de hadde sine', ' snekkere og bygge hus. Det passet henne best.', ' julenisser, så de ville få et bedre innblikk']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' gruvearbeidere. FOTO: KRISTER SØR', ' fis kere langs Norskekysten, helt', ' fis kere, har søstrene blitt frisør', ' yrkesfiskere, og nå er også pappa yrkesf', ' lærere, leger, journalister og professorer. På samme']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' politi menn, og senere avanserte til høy ere stillinger i', ' de første medarbeiderne.\npirindustrien kom som', ' sjåfører på Flesberg kommunale everk (F', ' lensmeni i Ullensvang. Han ble', ' politietterforskere, og det tok ikke lang tid']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' tømrere etter at de kom til Norge og familien', ' rørleggere, så det var alltid mye utstyr som', ' elektrikere. Der var det alltid spennende å være', ' skipshandlere i Trondheim. Foto:\nVåningshuset på', ' snekkere, mens bestefaren var maler, og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' fotballproffer i utlandet for storklubben Roma.', '. De føler at de allerede er blitt gamle.', ' rockestjerner med sitt band Onklene', ' like stor som storebror. Storebror', ' like god i basketball som deres avdøde stor']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' kvinner fordi de ble betalt for å gjøre det. Kvinn', ' frivillige – for å få innsikt i hvordan det er,', ' det de virkelig har lyst til, nem lig å fiske', ' en gartner, da ble han glad. –', ' kusker om vinteren, og konene kunne da']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, arbeidere eller bønder, i motsetning', ' bussjåfører. - Vi møttes på bus', ' musikere, og begge har spilt bassgitar -', ' maskinkjørere.', ' fabrikkarbeidere. Vi fikk også se det eneste huset']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' lærere, måtte de flytte til skoler hvor de var', ' henholdsvis byingeniør og bygningssjef.', ' sjåfører.\nav og til haike for å', ' sjåfører for den amerikanske organisasjonen. Tilliten', ' lærere. De nyutdanna lærerne, som både']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere og sjømenn. Foto: Priva', ' leger. Det var ingen av dem som hadde tatt', ' sjåfører i farens transportfirma. Og da', ' brannmenn: – Vi trodde jo at å være', ' sjåfører. Han har mange venner, og er en populær']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' forelsket på nytt og spennende - hack spirit\nHoved Artikler', ' kvitt? Et godt tegn er det også når man', '. Det er bare det at deres respektive ektemenn', ' rike er konene redde for å bli gamle»', ' bedre bekjent med konas venninner når de']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' en enhet, som et lag, og at de måtte', ' om det var et ekteskap. De burde gjøre alt', ' modeller!', ' håndmodel ler for å tjene til livets opphold,', ' modeller, siden de er både talentfulle og lek']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' kordirigenter.\n«Magisk tid', ' bussjåfør. – Vi er begge bussjå', ' sjømenn. Men alle fire har vært aktivt med', ' håndverkere, på jernbaneanlegg i Norge og Sverige, og', ' skogsarbeidere og sagbruksarbei dere.\n']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kaptein og løytnant i 1948.', ' forstanderpar i menigheten sommeren 1963. Disse', ' «lære» re ved skolen, og disse lærerne', ' nummer en og tre. – Det kom tre kvalif', ' bestyrer i fjor og hun som var ansatt som']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig med å utvikle spillergruppen, og ble til', ' frivillige. Vi ble møtt av mennesker som har en', ' frivillige under det første store rennet som ble arrangert', ' brannmenn, men bare med feiing. Med', ' vanlig, men noe roligere. – Det kommer']","{'re': 0, 'ps': 0, 'an': 1, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges største merkevare inne sko.', ' gode i fotball, så drømmer elevene om å bli', ' gift med.\ngjerne opp 1 de gamle tradisjon', ' fotballspiller i England. Da kan de bo på', ' like populær som sine svenske fotballbrødre med stor']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige, sa hun.\n– Dette vil føre til', ' et team og ha en gjensidig respekt for hverandre. Selv', ' lærere på skolen. De gjorde inntrykk på sine nye nabo', ' et team og utføre ekteskapskompatibilitets', ' assistenter for hverandre, eller ha delt arbeidstid. For']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' yrkesaktive, og at hun på grunn av rygg', ' følge av ekteskapet og delt arbeid med hjemmet,', ' yrkesaktive. Er ekteskapet inngått før inntekts', ' yrkesaktive.', ' selv stendige næringsdrivende.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' organister i Hommelvik kirkely', ' vaktmestre ved Trondheims-skoler, var det', ' kommunale jordmødre. I begynnelsen gikk også mye', ' rektorer ved ungdomsskolene i Flesberg', ' lærere 1Levanger.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' henholdsvis sveiser og servitør. I 2005 ble', ' sykepleiere. Den ferske rapporten fra sykepleierforbundet slår', ' henholdsvis fisker og kokk på båten «Perlen', ' prester i Den norske kirke, og i 2015 meldte', ' snekker og helsefagarbeider, men etter et']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' kvitt gjeld, som i dag anslås til å', ' skilt. - Men hvis han er mer redd for', ' millionærer i løpet av en overskuelig framtid', ' i Norge og gjerne også være en del av det', ' forelsket i sin ektefelle. Som vi alle vet,']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' attraktive. At kvinner får et slikt fokus er noe', ' fullblods i Ibsens dramatikk? Det', ' intime relasjon som finnes, der begge kan dele', ' ettertrak tede i hele bygda. Men', ' trofaste og beste vennen en mann noensinne kan']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av skap ninger i kjærlighet som i krig.', ' sjefen. Den som virkelig vil noe og er ivrig', ' del av mannens kropp». Han kan kanskje se', ' elskere\nkjennskap med en jente\n', ' lederen; en mann klarer det godt hvis han er']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' del av løsningen, om det blir gjort på riktig', ' ressurs for den politiske prosessen.\ner mange nok kvinner', ' belastning for mannen. Men når det er sagt vil', ' tilhenger av demokratiet og det å bruke stem', ' ressurs. - Det er ikke sånn at jeg sier']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' et tålmodig vesen. Vi leser at hun er', ' «den ukjente husmora» etter det omfattende', ' en av de mest velstående i Alaska.', ' har mest sex? Denne kvinnen har fått litt for', ' et tålmodig menneske som venter så lenge som mulig']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' blitt oppskaket for livet av mannen. Den', ' så dyktig og respektert som mannen. Da hun', ' i stand til, eller i hvert fall hadde kapasitet til', ' mindre avhengig av mannen, er en av de mest', ' under 16 år. Mannen møtte nylig i Oslo tingrett og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' forsvarsløse og svakeste skapningen på jord', ' naturlige ting i verden. Det er ikke noe mer fantastisk', ' sårbare gruppa i samfunnet, den er fullstendig avhengig av', ' hjelpsomme. Hun er for beskjeden til', ' sårbare part, og som følge av det må det']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' måten å bli kjent med sin nyfødte på –', ' måten å bli kvitt parasitten ormer og lar', ' julegave jeg kan få. Men den beste juleg', ' investeringen i fremtidens samfunn. Vi må ta grep', ' metoden til å skape et sosialt fellesskap. – I']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' glede Øog en stor byrde. En bør være klar', ' fordel, sier Jæger. Hun påpeker viktigheten av', ' og gledelig gave, og det kan kjennes', ' lykke for alle. Det er noe avdetstorste', ' glede, men også mye arbeid. Det aller meste man']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' den viktigste og tidligste tegn på utviklingsmessige forsink', ' en baby som ikke gråter mye. Det er en', ' ein trygg vaksine og har vore brukt i ei', ' en av verdens beste gitarister. Han ble nylig diagnost', ' et ""forsiktig"" barn, veldig snill og bal']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' i faresonen.\navgjørelse. Jeg vet', ' en liten baby vil være en fordel. Dette fordi', ' syk, skal legen på hjemstedet varsles.', ' i fare, og det gjør det. Det har mange', ' blitt en del av familielivet, skal de']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' attraktive kvinden, du nogensinde har set\nHvad sker der,', ' kjente og respekterte. Hun sier selv at hun har', ' utrolige i hele verden. At hun står i et', ' attraktive og suksessfulle noensinne:', ' attraktive på laget. Nå får hun også en litt annen']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' mammaen, og den beste sjefen. Vi vil grat', ' læreren jeg har hatt noen gang! hun er ekstremt', ' læreren på skolen, og at hun fortjener denne prisen!', ' lederen skolen har hatt noen gang.\nhjertelig takk', ' jeg har hatt og hun har stilt opp hele t']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' fan. Det var også hun som hadde ideen til', ' stjerne fra Hollywood.\nHun bor i et slott, har', ' ressurs for meg og familien. Til tross for at hun', ' inspirasjonskilde for meg. Jeg er på mange måter i', ' del af mit liv... vi er uadskill']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"[' en av landets fremste skuespillere. Hun har tol', ' den beste komiker og imitator i Europa.', '. Hun har i snart 40 år vært en særdeles', ' forfatter og professor og var tidlig opptatt av menneskerettigheter', '. Det mest nærliggende er å nevne at hun har']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' god nok, selv om karakterene ikke er gode nok', ' redd for at det kan skje noe med dem. –', ' opptatt av å gi ung dom i Strand et bredere', ' stolt og glad over å være del av en voksende', ' mest kjent som, da hun er med i flere musik']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' populære film hos biografpublikumet i 196', ' typiske re presentant for sitt kjønn. Ikke fordi', ' interessante i verden.\n– Har du lyst til å bli', ' betydningsfulle voksen person for barnet. Den viktigste', ' naturlige, mener jordmor Tove Nordaas. Hun']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' medisin for et sykt barn. I enkelte tilfeller,', ' i verden. Vi er så glad i deg, kjære mamma', ' lederen han noen gang har hatt.\n- Hun har lært', ' læremesteren.\navgj ørende for barnets oppvekst', ' hun kunne ha fått.\n– For meg og familien min']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,moren,singular,female,descriptive_adjective,"[' beundrer av alle de mange dyktige damene i', ' ressurs i barnehagen, og at personalet i barnehagen ikke', ' skuffelse. Den gjør ikke engang noe forsøk på å', ' og sterk kvinne. Hun har aldri drukket,', ' skuespillerinne.\nen ganske dyktig pianistinne og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,moren,singular,female,descriptive_adjective,"[' en av verdens fremste sangere. Det er ikke tilfeldig', ' en utpreget intellektuell, med en særlig', ' en person som bryr seg om alle rundt seg, og', ' en av de fremste talskvinnene for like', ' en stor dyrevenn og en pådriver for']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
