raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,svp,cds,dmc,rci,an,asf,qas,asm,ps,re,om,pr,pa,or,is,count
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med i OLs maraton. Men drømmen blir', ' lege og om å gifte seg med sin vakre unge', ' prest og har studert i seks år. Hun kan', ' den nye Michael Jordan eller Wayne Gretz', ' en stor fotballspiller, og har lagt hele hjertet']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' en del av arbeidsstokken i sin egen bedrift', ' et lag - og at spillerne i en klubb som', ' de jobber. Jeg tror at man også må begynne', ' lærere, så ville dette løse seg. Hvis ikke burde', ' et lag bakover på banen. Sju minutter']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' arbeidere i norske gruver, eller som ansatte ved', ' musikere i mange år, har vi hatt en veldig', ' fiskere. Det viser seg nå at flere av dem', ' omreisen de blikkenslagere.\n- De', ' fotballtrenere. Keeperen har spilt i']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjå- jorer for Hærens transport i', ' ledere på midten av 70-tallet. Siden har kommunen fulgt', ' «dagarbeidere».\ndisse stillingene om', ' ledere i 1982/83 og har arbeidet i flere', ' vikarer ved Stai skole i 1977. An']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' bygningsarbeidere. Den ene ble funnet rundt klokken 03.', ' bygningsarbeidere da ulykken skjedde.\nPolitiet bekrefter overfor TV', ' frivillige i den humanitære gruppen i Darfur,', ' bygningsar beider i Oslo da de ble ut', ' bygningsarbeider i Oslo. Begge var polske statsborg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller Maril', ' rockestjerner i Mali, med en', ' proff - men så blir de satt på plass av', ' rike og berømt mens jentene ønsker å oppleve spennende', ' astronauter - kan det være mulig?\nM']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' lærere så tidlig som mulig. – Mener du det', ' assistenter, sier hun.', ' vanlig. Kanskje vil det være en fin erfaring om', ' lærlinger på gården, eller eventuelt bytte jobb med', ' slaver hjemme? Hun tok på seg kå']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' «lotter». De unge pikene har ofte', ' dagarbeidere på gården til de ble 14 år gamle', ' musikaler og konserter. I dag er hun elev', ' «potthandlere». Potthandlerne driver', ' gatemusikant eller bærplukker i sommer,']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærer ved den kommunale middelskolen i 1913. Etter', ' fast ansatte fra 1. august. Som fast ansatte har de', ' hushol dere og gjorde sitt til husets beste.', ' barne vakter, er at jeg ble med dem', ' ledere i menigheter. Flere var i tjeneste i ulike']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok imot tips og inspirasjon fra', ' slaver som arbeidskraft i kullgruvene og', ' kokker hver sin dag i restauranten, og de', ' postbud før de havnet i krigen. Flere av', ' gatebarn! Det er mange sterke og viktige']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' noe stort – eller for en av dem er det', ' fotballproffer, eller om at voksne ikke skal', ' kjent for; å være en som er flink,', ', eller hvor de går på skole. Det vet de', ' politi.\n– Åh, det er så mye\\!\n']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' de var gale. I dag er han en av', ' i gamle dager for å se til ungene deres,', ' vanlig. Det er jo ikke noe vanskelig å inn', ' van lig arbeidere, slik at de kunne kjenne på', ' «fedre», og at de kunne bli like']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' sjømenn.', ' fiskere og fangstmenn. Dette er menn som', ' fiskere og senere snekkere og anleggsarbeid', ' fiskere, sjomenn eller gårdbrukere.\nf', ' småbrukere her gjen nom generasjonene. Her har fed']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 1, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' gartnere. Her var det plantesalg på', ' lærere, var det nok en rekke som had de', ' lærere 1 folkeskolen. Han fremholdt ellers at', ' lærere et ter 1869 og har vært og er', ' ar beidere på fabrikken.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' leger. Da han var 14 år spilte han pian', ' skipsbyggere på skips verftet i Flekke', ' gårdskar der oppe. Den første jeg kan huske', ' henholdsvis kelner og servitør på en', ' håndver kere. Da guttene var voksne, dro også']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' en del av det norske samfunnet.\nSist uke gjennomførte', ' kvitt så godt som mulig.\nde tre første dag', ' som. Det er for galt. Det er på', ' den nye Darth Vader.\nI «Star', ' i sitt nye hjemland.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' bønder i sommer mens jentene dro på sjøen for å', ' helter for å ha en sjanse til sammenlagt', ' et skikkelig fotballag, hvor de kan være kompiser', ' en del av sommerferien, og at det må', ' frivillige. Jeg tror ikke foreldrene hadde klart å holde']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' kokker i restaurantbransjen. - Nå vil vi', ' lastebil sjåfører, mens resten har gått på skole.\nS', ' bartendere på en restaurant. Den ene hadde', ' musikanter.', ' gateselgere i Paris og Mont pelli']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' kon torsjef, teknisk rådmann og sekretær', ' lagrersjef og hovedkasserer, sier M', ' poståpneriassistenter.\nsen og fru', ' sjåfører på henholdsvis fire- og åtte tonns', ' lærervikarer for hele skoleåret.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' besatt og reddet til slutt hele laget sitt.\nS', ' brannmenn, og var gode venner i privatlivet', ' frivillige. - Jeg har ansvaret på kjøkkenet, og', ' sjåfører på søppelbil for å skrape sammen', ' en gjeng, og de holdt virkelig på hele dagen.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproffer. På Veiholmen er det', ' som helten, men blir de det egentlig? Og', ' som Maradona og Messi. De drømmer om', ' like gode som ham.\nEn av dem er Fredrik Gj', ', og til slutt ender opp som.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' lærere. De får ikke en gang fullført utdannelse på', ' elektriker? – Ja, han ville kanskje hatt andre', ' kokker eller kokker.\nKokken sa seg enig', ' vanlige ansatte i firmaet, og de ville miste den', ' detektiv - for å finne ut hvor pengene']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' bygningsarbeidere. Den ene av brødrene var også', ' sjauere og hjelpemenn. Den eldste', ' lom metyver.\nSøndag ble de to', ' anleggsarbeidere. De siste fire årene har de jobbet', ' smeder det meste av sitt liv, og en dag']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' formenn.\netter at Johan Sundet i noen', ' direk tører i selskapet.\nSøsknene', ' konduktø rer. På slutten av 18', ' lær erinner, først i Nanset og der', ' for menn i et bilfirma i Drammen. Under']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' smeder og var i fullt ar beid.\n- Jeg', ' snekker, men i det siste har de satset', ' frivillige på det som er en av verdens største film', ' murer svenner for faren, som hadde et', ' maskinførere i firmaet, og det var en']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle fotballspillére, men de har også andre', ' en del av Kina. Foto:\nFaren deres er', ' profesjonelle boksere, og boksekampene blir de', ' de første norske artistene som gir ut debutalbum', ' profesjonelle spillere innenfor en viss tidsfrist. Vi vil']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' vaktbikkjer for barnebarna, mener T', ' detektiver, da hadde han ikke blitt pl', ' leger. Og som lege er det nok lettere å', ' prest er når han så hvordan de holdt på, men', ' leger, for det gjør de, men bare i Tyskland.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' gruvearbeidere, de er dyktige folk.\nFil', ' omreisende slakter. Nå er de blitt', ' murere og snekkere og etter de ble', ' musikere i bandet Rhinestone, som på', ' lærere, leger, journalister og advokater.\nl']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' lærerinner i distriktet, og noen år senere kom', ' gartnere da de ankom leiren. I tillegg', ' ledere av hver sin bedrift i Moss. Han var', ' lensmen ner. Da fikk de etter forholdene godt', ' di akoner. Det er de som tar seg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' tømrere etter at de kom hjem fra Amerika.', ' anleggsarbeidere ved kraftutbygging i Setesdal', ' murere og var svært flinke håndverkere. Bestef', ' skipshandlere i Buenos Aires og kom', ' snekkere, mens bestefar var maler, og']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' kvitt en forbannelse som har hindret dem', ' forfattere, og med god hjelp fra to gamle dam', ' rockestjerner.\n- De er glade i å', ' like stor som den originale Marshallen McF', ' like god i ball som Pelé.\nI forbindelse']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' kvinner - på deltid.\nKanskje er det slik at', ' meg – for å få penger til ferier, middag', ' menn gjør nå om det kunne være noe å samle', ' en hobby og ikke minst, hvor dan livet til', ' sine koner med hensyn til husarbeid og matlag']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' sjåfører, kokker eller bartendere.\nNå har', ' leiesoldater.', ' kjøpmenn og skippere i sin tidligste', ' bygningsarbei der. I alt hadde de i den', ' gateselgere i storbyene. De fikk høre']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' ar kitekter i henholdsvis kommunen og hos arkitekt Knut', ' henholdsvis assistent hos sorenskriveren og på lensmann', ' avdelingsdirektører. Mannen ble i tingretten dømt', ' sjåfører for den amerikanske regjeringen. De måtte kjøre', ' lærere. De sa fra seg sine gode stil l']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' fiskere har det meste vært gratis. Det er ikke', ' leger, mens den andre var flyger. De fikk', ' sjåfører for den store maquisen i T', ' lastebilsjåfører i firmaet. Begge hevdet at', ' sjåfører, mens koner var hjemme og tok seg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' den neste James Dean. De er de siste menneskene', ' de nye kongene av Storbritannia. Men når kamera', '. Det er her det er viktig med realitets', ' rike: Når det kommer en ung mann til byen,', ' bedre menn i bokseringen eller på basketball']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' før med å lage et enda bedre idretts- og', ' om det var et klubbmesterskap i stedet for', ' gartnere. De må være ute hele sesongen og', ' sykepleiere. – Jeg skjønner ikke hvorfor du sier', ' frivillig, kunne vi lage en sak om det. Og']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' klesdesignere og kostymedesignere', ' bussjåfør. Det er ikke så rart han', ' bryggere og brenneriarbeidere i Brennev', ' håndverkere, sjauer i havnene, på brygger', ' skogsarbeidere og skogsarbeidere. Men jeg kommer']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' kapteiner. Det ble også nevnt i innfly', ' forstander 1 1987. Etter hvert meldte det seg', ' sjef for Hærens forvaltningsskole høsten 1948,', ' adjutanter for kongen fra 1. november. Dette', ' solist i Den Norske Opera. Nå er han']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' vanlig meget bra i perioder, men det ble til', ' frivillige. Vi startet på lørdag med å plukke søppel', ' frivillige på det populære arrangementet.\n– Vi har gjort oss', ' brannmenn ved stasjoner i Østfold. Den ene', ' regel på akkord, altså på enkeltstykker. De']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[' en av Norges 20 beste sykkeltalenter -', ' gode i fotball, mens jentene synes det er aller', ' ny trener.\ngust 2009 ble de enige om', ' fotball trenere.\n- Ja, vi har lyst på nye', ' bedre enn fjorårets.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likeverdige yrkesaktive mennesker. Men virkeligheten fungerer ikke som', ' et team og ha en gjensidig respekt for hverandre. Selv', ' lærere på skolen. De gjorde en del forefall', ' før, er en helt annen sak som vil vise seg,', ' andre folk (han er sjef for et flysel']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' håndverker, og som har fått sin opplæring «', ' gartner. Han var også i sin tid en', ' sykepleiere, er det slett ikke sikkert at det', ' frisører.', ' hushjelper eller arbeidere.\n- Vi vet ikke']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' en og samme person i et ansettelses forhold med', ' vaktmenn, men i henhold til arbeidervernloven', ' kommunale funksjo nærer. Saken gikk til herred', ' rektorer ved ungdomsskolene i Rings a', ' sy kepleiersker i Rjukan kommu']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
